sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,targetConceptId,targetConceptName,targetVocabularyId,targetDomainId,targetStandardConcept,targetChildCount,targetParentCount,targetConceptClassId,targetConceptCode,targetValidStartDate,targetValidEndDate,targetInvalidReason
20190510 EMIF Blood and CSF.csv,Cholesterin,-1,,0.7518925070762634,2000000358,Cholesterol,Concept Class,Clinical Information,S,0,0,Concept Class,2000000358,2019-01-01,2099-12-31,
Etiology,SHT,-1,,0.0,2000000378,Head Trauma,Concept Class,Clinical Information,S,0,0,Concept Class,2000000378,2019-01-01,2099-12-31,
20190510 EMIF Diagnosis.csv,Height,-1,,0.7169285416603088,2000000388,Body Length (cm),Concept Class,Clinical Information,S,0,0,Concept Class,2000000388,2019-01-01,2099-12-31,
Diagnosis,cognitive impairment due to schizophrenia,-1,,0.0,2000000410,Other Psychiatric Disorders,Concept Class,Clinical Information,S,0,0,Concept Class,2000000410,2019-01-01,2099-12-31,
ICD-10 / DSM-V,G20.0,-1,,0.0,2000000416,PD,Concept Class,Clinical Information,S,0,0,Concept Class,2000000416,2019-01-01,2099-12-31,
20190510 EMIF Diagnosis.csv,Heart Rate,-1,,0.4609059691429138,2000000421,Pulse Rate,Concept Class,Clinical Information,S,0,0,Concept Class,2000000421,2019-01-01,2099-12-31,
20190510 EMIF Sleep.csv,Epworth Sleepiness Scale (ESS),-1,,0.21321836113929749,2000000434,Sleep Disorders,Concept Class,Clinical Information,S,0,0,Concept Class,2000000434,2019-01-01,2099-12-31,
20190510 EMIF Blood and CSF.csv,Vitamin B12,-1,,1.0,2000000458,Vitamin B12,Concept Class,Blood Measures,S,0,0,Concept Class,2000000458,2019-01-01,2099-12-31,
20190510 EMIF Diagnosis.csv,Weight,-1,,1.0,2000000462,Weight (kg),Concept Class,Clinical Information,S,0,0,Concept Class,2000000462,2019-01-01,2099-12-31,
20190510 EMIF Patient Data.csv,Family history Dementia,-1,,0.8934478163719177,2000000468,Family History of Dementia,Concept Class,Clinical Information,S,0,0,Concept Class,2000000468,2019-01-01,2099-12-31,
Diagnosis,depression with cognitive deficits,-1,,0.0,2000000470,Depression,Concept Class,Clinical Information,S,0,0,Concept Class,2000000470,2019-01-01,2099-12-31,
Diagnosis,depression without cognitive deficits,-1,,0.0,2000000470,Depression,Concept Class,Clinical Information,S,0,0,Concept Class,2000000470,2019-01-01,2099-12-31,
20190510 EMIF Neuropsychology.csv,Date of neuropsychological testing,-1,,0.7957629561424255,2000000477,Date of Neuropsychological Examination,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000477,2019-01-01,2099-12-31,
20190510 EMIF Blood and CSF.csv,Date of blood sample,-1,,0.46410590410232544,2000000480,Date Blood Collection,Concept Class,Laboratory Test Results,S,0,0,Concept Class,2000000480,2019-01-01,2099-12-31,
20190510 EMIF Blood and CSF.csv,Date of puncture (Liquor),-1,,0.21656611561775208,2000000482,Date CSF Collection,Concept Class,Laboratory Test Results,S,0,0,Concept Class,2000000482,2019-01-01,2099-12-31,
20190510 EMIF Neuropsychology.csv,Boston Naming Test ,-1,,0.7024139761924744,2000000509,Boston Naming Test,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000509,2019-01-01,2099-12-31,
20190510 EMIF Diagnosis.csv,Date of Diagnosis,-1,,0.5333418846130371,2000000540,Date Diagnosis,Concept Class,Clinical Information,S,0,0,Concept Class,2000000540,2019-01-01,2099-12-31,
20190510 EMIF Diagnosis.csv,Diagnosis,-1,,0.6275454759597778,2000000551,Diagnosis,Concept Class,Clinical Information,S,0,0,Concept Class,2000000551,2019-01-01,2099-12-31,
20190510 EMIF Diagnosis.csv,Etiology,-1,,0.18408915400505066,2000000551,Diagnosis,Concept Class,Clinical Information,S,0,0,Concept Class,2000000551,2019-01-01,2099-12-31,
20190510 EMIF Patient Data.csv,Years of Education,-1,,0.43192264437675476,2000000554,Education Level (yr),Concept Class,Subject Characteristics,S,0,0,Concept Class,2000000554,2019-01-01,2099-12-31,
20190510 EMIF Patient Data.csv,Sex,-1,,0.09304331988096237,2000000609,Sex,Concept Class,Demographics,S,0,0,Concept Class,2000000609,2019-01-01,2099-12-31,
Etiology,FTD,-1,,0.0,2000000665,FTD,Concept Class,_Concepts,S,0,0,Concept Class,2000000665,2019-01-01,2099-12-31,
Etiology,Lewy Body,-1,,0.0,2000000666,LBD,Concept Class,_Concepts,S,0,0,Concept Class,2000000666,2019-01-01,2099-12-31,
Etiology,vascular,-1,,0.0,2000000667,Vascular,Concept Class,_Concepts,S,0,0,Concept Class,2000000667,2019-01-01,2099-12-31,
Diagnosis,mild dementia,-1,,0.0,2000000680,Mild,Concept Class,_Concepts,S,0,0,Concept Class,2000000680,2019-01-01,2099-12-31,
Diagnosis,moderate dementia,-1,,0.0,2000000681,Moderate,Concept Class,_Concepts,S,0,0,Concept Class,2000000681,2019-01-01,2099-12-31,
Diagnosis,severe dementia ,-1,,0.0,2000000682,Severe,Concept Class,_Concepts,S,0,0,Concept Class,2000000682,2019-01-01,2099-12-31,
Etiology,Parkinson,-1,,0.0,2000000684,PD,Concept Class,_Concepts,S,0,0,Concept Class,2000000684,2019-01-01,2099-12-31,
20190510 EMIF Neuropsychology.csv,B-ADL,-1,,0.4387640655040741,2000000019,BADL,Concept Class,Rating Scales,S,0,0,Concept Class,2000000019,2019-01-01,2099-12-31,
20190510 EMIF Blood and CSF.csv,CSF beta 42 inno,-1,,0.3469340205192566,2000000070,Amyloid Beta 1-42 (pg/mL),Concept Class,Laboratory Test Results,S,0,0,Concept Class,2000000070,2019-01-01,2099-12-31,
20190510 EMIF Blood and CSF.csv,CSF beta 42 MSD,-1,,0.33798521757125854,2000000070,Amyloid Beta 1-42 (pg/mL),Concept Class,Laboratory Test Results,S,0,0,Concept Class,2000000070,2019-01-01,2099-12-31,
20190510 EMIF Neuropsychology.csv,MMSE Orientation Score,-1,,0.41649070382118225,2000000166,MMSE Total Score,Concept Class,Cognitive Screening Tests,S,0,0,Concept Class,2000000166,2019-01-01,2099-12-31,
20190510 EMIF Blood and CSF.csv,CSF beta 42 inno,-1,,0.3469340205192566,2000000293,CSF Assay,Concept Class,Laboratory Test Results,S,0,0,Concept Class,2000000293,2019-01-01,2099-12-31,
20190510 EMIF Blood and CSF.csv,CSF beta 42 MSD,-1,,0.33798521757125854,2000000293,CSF Assay,Concept Class,Laboratory Test Results,S,0,0,Concept Class,2000000293,2019-01-01,2099-12-31,
20190510 EMIF Blood and CSF.csv,Triglyceride,-1,,0.7981294989585876,2000000371,Fasting Triglycerides,Concept Class,Blood Measures,S,0,0,Concept Class,2000000371,2019-01-01,2099-12-31,
20190510 EMIF Patient Data.csv,Family history Alzheimers ,-1,,0.5447186231613159,2000000468,Family History of Dementia,Concept Class,Clinical Information,S,0,0,Concept Class,2000000468,2019-01-01,2099-12-31,
