concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
2000000037	Clinical dementia rating - community affairs	fact	AD EMIF	fact	S	2000000037	2016-01-01	2099-12-31	
2000000038	Clinical dementia rating - home and hobbies	fact	AD EMIF	fact	S	2000000038	2016-01-01	2099-12-31	
2000000039	Clinical dementia rating - judgment and problem solving	fact	AD EMIF	fact	S	2000000039	2016-01-01	2099-12-31	
2000000040	Clinical dementia rating - memory	fact	AD EMIF	fact	S	2000000040	2016-01-01	2099-12-31	
2000000041	Clinical dementia rating - orientation	fact	AD EMIF	fact	S	2000000041	2016-01-01	2099-12-31	
2000000042	Clinical dementia rating - personal care	fact	AD EMIF	fact	S	2000000042	2016-01-01	2099-12-31	
2000000043	Clinical dementia rating - sum of boxes	fact	AD EMIF	fact	S	2000000043	2016-01-01	2099-12-31	
2000000044	Clinical dementia rating total	fact	AD EMIF	fact	S	2000000044	2016-01-01	2099-12-31	
2000000045	CERAD figures	fact	AD EMIF	fact	S	2000000045	2016-01-01	2099-12-31	
2000000046	CERAD figures z-score	fact	AD EMIF	fact	S	2000000046	2016-01-01	2099-12-31	
2000000047	CERAD word list delayed	fact	AD EMIF	fact	S	2000000047	2016-01-01	2099-12-31	
2000000048	CERAD word list delayed z-score	fact	AD EMIF	fact	S	2000000048	2016-01-01	2099-12-31	
2000000049	CERAD word list immediate	fact	AD EMIF	fact	S	2000000049	2016-01-01	2099-12-31	
2000000050	CERAD word list immediate z-score	fact	AD EMIF	fact	S	2000000050	2016-01-01	2099-12-31	
2000000051	CERAD word list recognition	fact	AD EMIF	fact	S	2000000051	2016-01-01	2099-12-31	
2000000052	Center for epidemiologic studies depression scale	fact	AD EMIF	fact	S	2000000052	2016-01-01	2099-12-31	
2000000053	Center for epidemiologic studies depression scale abnormality	fact	AD EMIF	fact	S	2000000053	2016-01-01	2099-12-31	
2000000054	CFT copy	fact	AD EMIF	fact	S	2000000054	2016-01-01	2099-12-31	
2000000055	CFT copy z-score	fact	AD EMIF	fact	S	2000000055	2016-01-01	2099-12-31	
2000000056	CFT delayed	fact	AD EMIF	fact	S	2000000056	2016-01-01	2099-12-31	
2000000057	CFT delayed z-score	fact	AD EMIF	fact	S	2000000057	2016-01-01	2099-12-31	
2000000058	CFT immediate	fact	AD EMIF	fact	S	2000000058	2016-01-01	2099-12-31	
2000000059	CFT immediate z-score	fact	AD EMIF	fact	S	2000000059	2016-01-01	2099-12-31	
2000000060	Clinical functional impairment abnormality	fact	AD EMIF	fact	S	2000000060	2016-01-01	2099-12-31	
2000000061	Clock drawing on-demand	fact	AD EMIF	fact	S	2000000061	2016-01-01	2099-12-31	
2000000062	Clock drawing-copy	fact	AD EMIF	fact	S	2000000062	2016-01-01	2099-12-31	
2000000063	Cognitive disorder diagnosis	fact	AD EMIF	fact	S	2000000063	2016-01-01	2099-12-31	
2000000064	Cognitive disorder present	fact	AD EMIF	fact	S	2000000064	2016-01-01	2099-12-31	
2000000065	Country of residence	fact	AD EMIF	fact	S	2000000065	2016-01-01	2099-12-31	
2000000066	Cornell scale for depression	fact	AD EMIF	fact	S	2000000066	2016-01-01	2099-12-31	
2000000067	Cornell scale for depression abnormality	fact	AD EMIF	fact	S	2000000067	2016-01-01	2099-12-31	
2000000068	CSF amyloid beta 1-38	fact	AD EMIF	fact	S	2000000068	2016-01-01	2099-12-31	
2000000069	CSF amyloid beta 1-40	fact	AD EMIF	fact	S	2000000069	2016-01-01	2099-12-31	
2000000070	CSF amyloid beta 1-42	fact	AD EMIF	fact	S	2000000070	2016-01-01	2099-12-31	
2000000071	CSF amyloid beta 1-42 abnormality	fact	AD EMIF	fact	S	2000000071	2016-01-01	2099-12-31	
2000000072	CSF non-phosphorylated tau	fact	AD EMIF	fact	S	2000000072	2016-01-01	2099-12-31	
2000000073	CSF phosphorylated tau	fact	AD EMIF	fact	S	2000000073	2016-01-01	2099-12-31	
2000000074	CSF phosphorylated tau abnormality	fact	AD EMIF	fact	S	2000000074	2016-01-01	2099-12-31	
2000000075	CSF total tau	fact	AD EMIF	fact	S	2000000075	2016-01-01	2099-12-31	
2000000076	CSF total tau abnormality	fact	AD EMIF	fact	S	2000000076	2016-01-01	2099-12-31	
2000000077	Date of enrollment	fact	AD EMIF	fact	S	2000000077	2016-01-01	2099-12-31	
2000000078	Date of exit	fact	AD EMIF	fact	S	2000000078	2016-01-01	2099-12-31	
2000000079	Dementia father	fact	AD EMIF	fact	S	2000000079	2016-01-01	2099-12-31	
2000000080	Dementia mother	fact	AD EMIF	fact	S	2000000080	2016-01-01	2099-12-31	
2000000081	Digit span	fact	AD EMIF	fact	S	2000000081	2016-01-01	2099-12-31	
2000000082	Digit span backward	fact	AD EMIF	fact	S	2000000082	2016-01-01	2099-12-31	
2000000083	Digit span backward z-score	fact	AD EMIF	fact	S	2000000083	2016-01-01	2099-12-31	
2000000084	Digit span forward	fact	AD EMIF	fact	S	2000000084	2016-01-01	2099-12-31	
2000000085	Digit span forward z-score	fact	AD EMIF	fact	S	2000000085	2016-01-01	2099-12-31	
2000000086	Digit span total	fact	AD EMIF	fact	S	2000000086	2016-01-01	2099-12-31	
2000000087	Digit span total z-score	fact	AD EMIF	fact	S	2000000087	2016-01-01	2099-12-31	
2000000088	DO 80 picture naming test	fact	AD EMIF	fact	S	2000000088	2016-01-01	2099-12-31	
2000000089	DO 80 picture naming z-score	fact	AD EMIF	fact	S	2000000089	2016-01-01	2099-12-31	
2000000090	Dementia quality of life instrument	fact	AD EMIF	fact	S	2000000090	2016-01-01	2099-12-31	
2000000091	Dementia quality of life instrument abnormality	fact	AD EMIF	fact	S	2000000091	2016-01-01	2099-12-31	
2000000092	Ecog informant	fact	AD EMIF	fact	S	2000000092	2016-01-01	2099-12-31	
2000000093	Ecog self	fact	AD EMIF	fact	S	2000000093	2016-01-01	2099-12-31	
2000000094	Education category	fact	AD EMIF	fact	S	2000000094	2016-01-01	2099-12-31	
2000000095	Education level	fact	AD EMIF	fact	S	2000000095	2016-01-01	2099-12-31	
2000000096	Employment status	fact	AD EMIF	fact	S	2000000096	2016-01-01	2099-12-31	
2000000097	Entorhinal cortex left	fact	AD EMIF	fact	S	2000000097	2016-01-01	2099-12-31	
2000000098	Entorhinal cortex right	fact	AD EMIF	fact	S	2000000098	2016-01-01	2099-12-31	
2000000099	FAQ	fact	AD EMIF	fact	S	2000000099	2016-01-01	2099-12-31	
2000000100	FAQ abnormality	fact	AD EMIF	fact	S	2000000100	2016-01-01	2099-12-31	
2000000101	Free cued selective reminding test delayed cued	fact	AD EMIF	fact	S	2000000101	2016-01-01	2099-12-31	
2000000102	Free cued selective reminding test delayed cued z-score	fact	AD EMIF	fact	S	2000000102	2016-01-01	2099-12-31	
2000000103	Free cued selective reminding test delayed free	fact	AD EMIF	fact	S	2000000103	2016-01-01	2099-12-31	
2000000104	Free cued selective reminding test delayed free z-score	fact	AD EMIF	fact	S	2000000104	2016-01-01	2099-12-31	
2000000105	Free cued selective reminding test immediate cued	fact	AD EMIF	fact	S	2000000105	2016-01-01	2099-12-31	
2000000106	Free cued selective reminding test immediate cued z-score	fact	AD EMIF	fact	S	2000000106	2016-01-01	2099-12-31	
2000000107	Free cued selective reminding test immediate free	fact	AD EMIF	fact	S	2000000107	2016-01-01	2099-12-31	
2000000108	Free cued selective reminding test immediate free z-score	fact	AD EMIF	fact	S	2000000108	2016-01-01	2099-12-31	
2000000109	Free cued selective reminding test recognition	fact	AD EMIF	fact	S	2000000109	2016-01-01	2099-12-31	
2000000110	First degree dementia	fact	AD EMIF	fact	S	2000000110	2016-01-01	2099-12-31	
2000000111	Geriatric Depression Scale - 15 question version	fact	AD EMIF	fact	S	2000000111	2016-01-01	2099-12-31	
2000000112	Geriatric Depression Scale - 15 question version abnormality	fact	AD EMIF	fact	S	2000000112	2016-01-01	2099-12-31	
2000000113	Geriatric Depression Scale - 30 question version	fact	AD EMIF	fact	S	2000000113	2016-01-01	2099-12-31	
2000000114	Geriatric Depression Scale - 30 question version abnormality	fact	AD EMIF	fact	S	2000000114	2016-01-01	2099-12-31	
2000000115	Global deterioration scale	fact	AD EMIF	fact	S	2000000115	2016-01-01	2099-12-31	
2000000116	Goldman total score	fact	AD EMIF	fact	S	2000000116	2016-01-01	2099-12-31	
2000000117	Hospital Anxiety and Depression Scale anxiety	fact	AD EMIF	fact	S	2000000117	2016-01-01	2099-12-31	
2000000118	Hospital Anxiety and Depression Scale depression	fact	AD EMIF	fact	S	2000000118	2016-01-01	2099-12-31	
2000000119	Hospital Anxiety and Depression Scale total	fact	AD EMIF	fact	S	2000000119	2016-01-01	2099-12-31	
2000000120	Handedness	fact	AD EMIF	fact	S	2000000120	2016-01-01	2099-12-31	
2000000121	Hamilton Depression Scale	fact	AD EMIF	fact	S	2000000121	2016-01-01	2099-12-31	
2000000122	Hamilton Depression Scale abnormality	fact	AD EMIF	fact	S	2000000122	2016-01-01	2099-12-31	
2000000123	Hippocampal corrected volume _average	fact	AD EMIF	fact	S	2000000123	2016-01-01	2099-12-31	
2000000124	Hippocampal corrected volume _left	fact	AD EMIF	fact	S	2000000124	2016-01-01	2099-12-31	
2000000125	Hippocampal corrected volume _right	fact	AD EMIF	fact	S	2000000125	2016-01-01	2099-12-31	
2000000126	Hippocampal volume _average	fact	AD EMIF	fact	S	2000000126	2016-01-01	2099-12-31	
2000000127	Hippocampal volume bilateral auto	fact	AD EMIF	fact	S	2000000127	2016-01-01	2099-12-31	
2000000128	Hippocampal volume bilateral manual	fact	AD EMIF	fact	S	2000000128	2016-01-01	2099-12-31	
2000000129	Hippocampal volume left auto	fact	AD EMIF	fact	S	2000000129	2016-01-01	2099-12-31	
2000000130	Hippocampal volume left manual	fact	AD EMIF	fact	S	2000000130	2016-01-01	2099-12-31	
2000000131	Hippocampal volume right auto	fact	AD EMIF	fact	S	2000000131	2016-01-01	2099-12-31	
2000000132	Hippocampal volume right manual	fact	AD EMIF	fact	S	2000000132	2016-01-01	2099-12-31	
2000000133	Hachinski Ischaemic Score	fact	AD EMIF	fact	S	2000000133	2016-01-01	2099-12-31	
2000000134	HVLT delayed	fact	AD EMIF	fact	S	2000000134	2016-01-01	2099-12-31	
2000000135	HVLT delayed z-score	fact	AD EMIF	fact	S	2000000135	2016-01-01	2099-12-31	
2000000136	HVLT immediate	fact	AD EMIF	fact	S	2000000136	2016-01-01	2099-12-31	
2000000137	HVLT immediate z-score	fact	AD EMIF	fact	S	2000000137	2016-01-01	2099-12-31	
2000000138	Instrumental Activities of Daily Living	fact	AD EMIF	fact	S	2000000138	2016-01-01	2099-12-31	
2000000139	Instrumental Activities of Daily Living abnormality	fact	AD EMIF	fact	S	2000000139	2016-01-01	2099-12-31	
2000000140	Intracranial volume	fact	AD EMIF	fact	S	2000000140	2016-01-01	2099-12-31	
2000000141	Intracranial volume corrected	fact	AD EMIF	fact	S	2000000141	2016-01-01	2099-12-31	
2000000142	Informant Questionnaire on Cognitive Decline memory	fact	AD EMIF	fact	S	2000000142	2016-01-01	2099-12-31	
2000000143	Informant Questionnaire on Cognitive Decline total	fact	AD EMIF	fact	S	2000000143	2016-01-01	2099-12-31	
2000000144	Letter fluency 1 min	fact	AD EMIF	fact	S	2000000144	2016-01-01	2099-12-31	
2000000145	Letter fluency 1 min z-score	fact	AD EMIF	fact	S	2000000145	2016-01-01	2099-12-31	
2000000146	Letter fluency 2 min	fact	AD EMIF	fact	S	2000000146	2016-01-01	2099-12-31	
2000000147	Letter fluency 2 min z-score	fact	AD EMIF	fact	S	2000000147	2016-01-01	2099-12-31	
2000000148	Letter fluency F-A-S	fact	AD EMIF	fact	S	2000000148	2016-01-01	2099-12-31	
2000000149	Letter fluency F-A-S z-score	fact	AD EMIF	fact	S	2000000149	2016-01-01	2099-12-31	
2000000150	Letter fluency N-A-K	fact	AD EMIF	fact	S	2000000150	2016-01-01	2099-12-31	
2000000151	Living situation	fact	AD EMIF	fact	S	2000000151	2016-01-01	2099-12-31	
2000000152	Logical memory delayed	fact	AD EMIF	fact	S	2000000152	2016-01-01	2099-12-31	
2000000153	Logical memory delayed z-score	fact	AD EMIF	fact	S	2000000153	2016-01-01	2099-12-31	
2000000154	Logical memory immediate	fact	AD EMIF	fact	S	2000000154	2016-01-01	2099-12-31	
2000000155	Logical memory immediate z-score	fact	AD EMIF	fact	S	2000000155	2016-01-01	2099-12-31	
2000000156	Logical memory learning slope	fact	AD EMIF	fact	S	2000000156	2016-01-01	2099-12-31	
2000000157	Logical memory recognition	fact	AD EMIF	fact	S	2000000157	2016-01-01	2099-12-31	
2000000158	Montgomery-Asberg Depression Rating Scale	fact	AD EMIF	fact	S	2000000158	2016-01-01	2099-12-31	
2000000159	Montgomery-Asberg Depression Rating Scale abnormality	fact	AD EMIF	fact	S	2000000159	2016-01-01	2099-12-31	
2000000160	Marital status	fact	AD EMIF	fact	S	2000000160	2016-01-01	2099-12-31	
2000000161	MAT score	fact	AD EMIF	fact	S	2000000161	2016-01-01	2099-12-31	
2000000162	Mattis Dementia Rating Scale	fact	AD EMIF	fact	S	2000000162	2016-01-01	2099-12-31	
2000000163	Mattis Dementia Rating Scale Abnormality	fact	AD EMIF	fact	S	2000000163	2016-01-01	2099-12-31	
2000000164	Mini mental state exam memory score	fact	AD EMIF	fact	S	2000000164	2016-01-01	2099-12-31	
2000000165	Mini mental state exam memory z-score	fact	AD EMIF	fact	S	2000000165	2016-01-01	2099-12-31	
2000000166	Mini mental state exam total score	fact	AD EMIF	fact	S	2000000166	2016-01-01	2099-12-31	
2000000167	MRI	fact	AD EMIF	fact	S	2000000167	2016-01-01	2099-12-31	
2000000168	Medial temporal lobe atrophy bilateral	fact	AD EMIF	fact	S	2000000168	2016-01-01	2099-12-31	
2000000169	Medial temporal lobe atrophy bilateral abnormality	fact	AD EMIF	fact	S	2000000169	2016-01-01	2099-12-31	
2000000170	Medial temporal lobe atrophy left	fact	AD EMIF	fact	S	2000000170	2016-01-01	2099-12-31	
2000000171	Medial temporal lobe atrophy right	fact	AD EMIF	fact	S	2000000171	2016-01-01	2099-12-31	
2000000172	National adult reading test total	fact	AD EMIF	fact	S	2000000172	2016-01-01	2099-12-31	
2000000173	Neuropsychiatric Inventory	fact	AD EMIF	fact	S	2000000173	2016-01-01	2099-12-31	
2000000174	NPI-Q total	fact	AD EMIF	fact	S	2000000174	2016-01-01	2099-12-31	
2000000175	Palpa 49	fact	AD EMIF	fact	S	2000000175	2016-01-01	2099-12-31	
2000000176	PET SUVR	fact	AD EMIF	fact	S	2000000176	2016-01-01	2099-12-31	
2000000177	PET SUVR abnormality present	fact	AD EMIF	fact	S	2000000177	2016-01-01	2099-12-31	
2000000178	Plasma amyloid-beta peptide 1-40	fact	AD EMIF	fact	S	2000000178	2016-01-01	2099-12-31	
2000000179	Plasma level of amyloid-beta peptide 1-42	fact	AD EMIF	fact	S	2000000179	2016-01-01	2099-12-31	
2000000180	Priority attention	fact	AD EMIF	fact	S	2000000180	2016-01-01	2099-12-31	
2000000181	Priority attention z-score	fact	AD EMIF	fact	S	2000000181	2016-01-01	2099-12-31	
2000000182	Priority executive	fact	AD EMIF	fact	S	2000000182	2016-01-01	2099-12-31	
2000000183	Priority executive z-score	fact	AD EMIF	fact	S	2000000183	2016-01-01	2099-12-31	
2000000184	Priority language	fact	AD EMIF	fact	S	2000000184	2016-01-01	2099-12-31	
2000000185	Priority language z-score	fact	AD EMIF	fact	S	2000000185	2016-01-01	2099-12-31	
2000000186	Priority memory delayed	fact	AD EMIF	fact	S	2000000186	2016-01-01	2099-12-31	
2000000187	Priority memory delayed z-score	fact	AD EMIF	fact	S	2000000187	2016-01-01	2099-12-31	
2000000188	Priority memory immediate	fact	AD EMIF	fact	S	2000000188	2016-01-01	2099-12-31	
2000000189	Priority memory immediate z-score	fact	AD EMIF	fact	S	2000000189	2016-01-01	2099-12-31	
2000000190	Rey Auditory Verbal Learning Functional Test	fact	AD EMIF	fact	S	2000000190	2016-01-01	2099-12-31	
2000000193	Respiratory rate	fact	AD EMIF	fact	S	2000000193	2016-01-01	2099-12-31	
2000000194	RI-48 cued recall test delayed	fact	AD EMIF	fact	S	2000000194	2016-01-01	2099-12-31	
2000000195	RI-48 cued recall test immediate	fact	AD EMIF	fact	S	2000000195	2016-01-01	2099-12-31	
2000000196	RI-48 cued recall test intrusions	fact	AD EMIF	fact	S	2000000196	2016-01-01	2099-12-31	
2000000197	RL/RI-16 delayed free	fact	AD EMIF	fact	S	2000000197	2016-01-01	2099-12-31	
2000000198	RL/RI-16 delayed free z-score	fact	AD EMIF	fact	S	2000000198	2016-01-01	2099-12-31	
2000000199	RL/RI-16 delayed total	fact	AD EMIF	fact	S	2000000199	2016-01-01	2099-12-31	
2000000200	RL/RI-16 immediate free	fact	AD EMIF	fact	S	2000000200	2016-01-01	2099-12-31	
2000000201	RL/RI-16 immediate free z-score	fact	AD EMIF	fact	S	2000000201	2016-01-01	2099-12-31	
2000000202	RL/RI-16 immediate total	fact	AD EMIF	fact	S	2000000202	2016-01-01	2099-12-31	
2000000203	RL/RI-16 recognition	fact	AD EMIF	fact	S	2000000203	2016-01-01	2099-12-31	
2000000204	Raven progressive matrices	fact	AD EMIF	fact	S	2000000204	2016-01-01	2099-12-31	
2000000205	Second degree dementia	fact	AD EMIF	fact	S	2000000205	2016-01-01	2099-12-31	
2000000206	Story delayed	fact	AD EMIF	fact	S	2000000206	2016-01-01	2099-12-31	
2000000207	Story delayed z-score	fact	AD EMIF	fact	S	2000000207	2016-01-01	2099-12-31	
2000000208	Story immediate	fact	AD EMIF	fact	S	2000000208	2016-01-01	2099-12-31	
2000000209	Story immediate z-score	fact	AD EMIF	fact	S	2000000209	2016-01-01	2099-12-31	
2000000210	Trail Making Test part A	fact	AD EMIF	fact	S	2000000210	2016-01-01	2099-12-31	
2000000211	Trail Making Test Part A z-score	fact	AD EMIF	fact	S	2000000211	2016-01-01	2099-12-31	
2000000212	Trail Making Test part B	fact	AD EMIF	fact	S	2000000212	2016-01-01	2099-12-31	
2000000213	Trail Making Test Part B z-score	fact	AD EMIF	fact	S	2000000213	2016-01-01	2099-12-31	
2000000215	VAT-12	fact	AD EMIF	fact	S	2000000215	2016-01-01	2099-12-31	
2000000216	VAT-24	fact	AD EMIF	fact	S	2000000216	2016-01-01	2099-12-31	
2000000217	Volume fourth ventricle	fact	AD EMIF	fact	S	2000000217	2016-01-01	2099-12-31	
2000000218	Volume inferior lateral ventricle left	fact	AD EMIF	fact	S	2000000218	2016-01-01	2099-12-31	
2000000219	Volume inferior lateral ventricle right	fact	AD EMIF	fact	S	2000000219	2016-01-01	2099-12-31	
2000000220	Volume lateral ventricle left	fact	AD EMIF	fact	S	2000000220	2016-01-01	2099-12-31	
2000000221	Volume lateral ventricle right	fact	AD EMIF	fact	S	2000000221	2016-01-01	2099-12-31	
2000000222	Volume third ventricle	fact	AD EMIF	fact	S	2000000222	2016-01-01	2099-12-31	
2000000223	Wechsler Adult Intelligence Scale (WAIS IV) similarities score	fact	AD EMIF	fact	S	2000000223	2016-01-01	2099-12-31	
2000000224	Wechsler Adult Intelligence Scale (WAIS IV) total score	fact	AD EMIF	fact	S	2000000224	2016-01-01	2099-12-31	
2000000225	WAIS vocabulary	fact	AD EMIF	fact	S	2000000225	2016-01-01	2099-12-31	
2000000226	Whole brain volume	fact	AD EMIF	fact	S	2000000226	2016-01-01	2099-12-31	
2000000227	Webster scale	fact	AD EMIF	fact	S	2000000227	2016-01-01	2099-12-31	
2000000228	Less than primary education	fact_value	AD EMIF	fact_value	S	2000000228	2016-01-01	2099-12-31	
2000000229	Primary education	fact_value	AD EMIF	fact_value	S	2000000229	2016-01-01	2099-12-31	
2000000230	Lower secondary education	fact_value	AD EMIF	fact_value	S	2000000230	2016-01-01	2099-12-31	
2000000231	Upper secondary education	fact_value	AD EMIF	fact_value	S	2000000231	2016-01-01	2099-12-31	
2000000232	Post-secondary non-tertiary education	fact_value	AD EMIF	fact_value	S	2000000232	2016-01-01	2099-12-31	
2000000233	Short-cycle tertiary education	fact_value	AD EMIF	fact_value	S	2000000233	2016-01-01	2099-12-31	
2000000234	Bachelor’s or equivalent level	fact_value	AD EMIF	fact_value	S	2000000234	2016-01-01	2099-12-31	
2000000235	Master’s or equivalent level	fact_value	AD EMIF	fact_value	S	2000000235	2016-01-01	2099-12-31	
2000000236	Doctoral or equivalent level	fact_value	AD EMIF	fact_value	S	2000000236	2016-01-01	2099-12-31	
2000000237	Not elsewhere classified	fact_value	AD EMIF	fact_value	S	2000000237	2016-01-01	2099-12-31	
2000000238	Yes	fact_value	AD EMIF	fact_value	S	2000000238	2016-01-01	2099-12-31	
2000000239	No	fact_value	AD EMIF	fact_value	S	2000000239	2016-01-01	2099-12-31	
2000000240	E2/E2	fact_value	AD EMIF	fact_value	S	2000000240	2016-01-01	2099-12-31	
2000000241	E2/E3	fact_value	AD EMIF	fact_value	S	2000000241	2016-01-01	2099-12-31	
2000000242	E2/E4	fact_value	AD EMIF	fact_value	S	2000000242	2016-01-01	2099-12-31	
2000000243	E3/E3	fact_value	AD EMIF	fact_value	S	2000000243	2016-01-01	2099-12-31	
2000000244	E3/E4	fact_value	AD EMIF	fact_value	S	2000000244	2016-01-01	2099-12-31	
2000000245	E4/E4	fact_value	AD EMIF	fact_value	S	2000000245	2016-01-01	2099-12-31	
2000000246	Homozygote	fact_value	AD EMIF	fact_value	S	2000000246	2016-01-01	2099-12-31	
2000000247	Heterozygote	fact_value	AD EMIF	fact_value	S	2000000247	2016-01-01	2099-12-31	
2000000248	Non-carrier	fact_value	AD EMIF	fact_value	S	2000000248	2016-01-01	2099-12-31	
2000000249	Left handed	fact_value	AD EMIF	fact_value	S	2000000249	2016-01-01	2099-12-31	
2000000250	Right handed	fact_value	AD EMIF	fact_value	S	2000000250	2016-01-01	2099-12-31	
2000000251	Ambidextrous	fact_value	AD EMIF	fact_value	S	2000000251	2016-01-01	2099-12-31	
2000000252	Unknown handedness	fact_value	AD EMIF	fact_value	S	2000000252	2016-01-01	2099-12-31	
2000000253	Normal	fact_value	AD EMIF	fact_value	S	2000000253	2016-01-01	2099-12-31	
2000000254	MCI	fact_value	AD EMIF	fact_value	S	2000000254	2016-01-01	2099-12-31	
2000000255	AD	fact_value	AD EMIF	fact_value	S	2000000255	2016-01-01	2099-12-31	
2000000256	SCI	fact_value	AD EMIF	fact_value	S	2000000256	2016-01-01	2099-12-31	
2000000257	Normal	fact_value	AD EMIF	fact_value	S	2000000257	2016-01-01	2099-12-31	
2000000258	Abnormal	fact_value	AD EMIF	fact_value	S	2000000258	2016-01-01	2099-12-31	
2000000260	Baseline	Type Concept	AD EMIF	Fact Type	S	2000000260	2016-07-01	2099-01-31	
2000000261	Month 6	Type Concept	AD EMIF	Fact Type	S	2000000261	2016-07-01	2099-01-31	
2000000262	Month 12	Type Concept	AD EMIF	Fact Type	S	2000000262	2016-07-01	2099-01-31	
2000000263	Month 18	Type Concept	AD EMIF	Fact Type	S	2000000263	2016-07-01	2099-01-31	
2000000264	Month 24	Type Concept	AD EMIF	Fact Type	S	2000000264	2016-07-01	2099-01-31	
2000000266	Defined by	Metadata	Relationship	Relationship		AD EMIF generated	2016-07-01	2099-01-31	
2000000267	Defines	Metadata	Relationship	Relationship		AD EMIF generated	2016-07-01	2099-01-31	
2000000270	Month 30	Type Concept	AD EMIF	Fact Type	S	2000000270	2016-07-01	2099-12-31	
