sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,conceptId,comment
20190510 EMIF Blood and CSF.csv,CSF IgA in Liquor ,-1,,0.11695706844329834,UNCHECKED,2000000075,incorrect; no good option available
20190510 EMIF Blood and CSF.csv,CSF IgM in Liquor ,-1,,0.11561983823776245,UNCHECKED,2000000075,incorrect; no good option available
20190510 EMIF Diagnosis.csv,Onset of Symptoms,-1,,0.10281103104352951,UNCHECKED,2000000078,incorrect; no good option available
20190510 EMIF Diagnosis.csv,Diagnosis,-1,,0.6275454759597778,APPROVED,2000000063,
20190510 EMIF Diagnosis.csv,Etiology,-1,,0.18408915400505066,UNCHECKED,2000000052,incorrect; no good option available
20190510 EMIF Diagnosis.csv,Weight,-1,,1.0,APPROVED,2000000462,
20190510 EMIF Diagnosis.csv,Blood Pressure,-1,,0.7119652628898621,UNCHECKED,2000000364,"unclear, could also be systolic"
20190510 EMIF Diagnosis.csv,Heart Rate,-1,,0.4609059691429138,UNCHECKED,2000000379,incorrect; no good option available
20190510 EMIF Diagnosis.csv,ICD-10 / DSM-V,-1,,0.07045142352581024,UNCHECKED,0,seems like something went wrong
20190510 EMIF Diagnosis.csv,Height,-1,,0.7169285416603088,UNCHECKED,2000000462,should be Height instead of Weight
20190510 EMIF Diagnosis.csv,Date of Diagnosis,-1,,0.5333418846130371,UNCHECKED,2000000484,incorrect; no good option available
20190510 EMIF Diagnosis.csv,Number of Visit,-1,,0.45569565892219543,UNCHECKED,2000000451,don't know what VOSP number is
20190510 EMIF Neuropsychology.csv,Cerad Figures delayed,-1,,0.8045194745063782,UNCHECKED,2000000045,incorrect; no good option available
20190510 EMIF Neuropsychology.csv,GDS - 30,-1,,0.26410967111587524,UNCHECKED,2000000028,incorrect; no good option available
20190510 EMIF Neuropsychology.csv,Date of neuropsychological testing,-1,,0.7957629561424255,APPROVED,2000000477,
20190510 EMIF Neuropsychology.csv,Clock Drawing Test,-1,,0.7277217507362366,APPROVED,2000000061,
20190510 EMIF Neuropsychology.csv,MMSE Total Score,-1,,0.40407755970954895,APPROVED,2000000166,
20190510 EMIF Neuropsychology.csv,Anmial Fluency 1 min,-1,,0.6468623280525208,APPROVED,2000000009,
20190510 EMIF Neuropsychology.csv,MMSE Orientation Score,-1,,0.41649070382118225,UNCHECKED,2000000041,incorrect; no good option available
20190510 EMIF Neuropsychology.csv,Boston Naming Test ,-1,,0.7024139761924744,UNCHECKED,2000000028,"could be 15, 30 or 60 item version"
20190510 EMIF Neuropsychology.csv,B-ADL,-1,,0.4387640655040741,UNCHECKED,2000000004,different scales
20190510 EMIF Neuropsychology.csv,CDR,-1,,0.6340862512588501,UNCHECKED,2000000483,check whether its global or sum of boxes
20190510 EMIF Neuropsychology.csv,Cerad WL recognition yes,-1,,0.5170210599899292,UNCHECKED,2000000051,unclear
20190510 EMIF Neuropsychology.csv,FBI,-1,,0.06361310184001923,UNCHECKED,0,seems like something went wrong
20190510 EMIF Neuropsychology.csv,HDRS - 17,-1,,0.13286998867988586,UNCHECKED,2000000027,incorrect; no good option available
20190510 EMIF Neuropsychology.csv,Cerad WL recognition no,-1,,0.5786232352256775,APPROVED,2000000051,
20190510 EMIF Neuropsychology.csv,Cerad Figures new,-1,,0.7442576885223389,APPROVED,2000000045,
20190510 EMIF Neuropsychology.csv,Cerad WL round 2,-1,,0.2510806620121002,UNCHECKED,2000000047,incorrect; no good option available
20190510 EMIF Neuropsychology.csv,Cerad WL round 3,-1,,0.2520360052585602,UNCHECKED,2000000047,incorrect; no good option available
20190510 EMIF Neuropsychology.csv,WMS-R Story A Delayed,-1,,0.5224083662033081,APPROVED,2000000206,
20190510 EMIF Neuropsychology.csv,Cerad WL delayed ,-1,,0.5581316351890564,APPROVED,2000000047,
20190510 EMIF Neuropsychology.csv,Cerad WL round 1 intrusions,-1,,0.3102797567844391,UNCHECKED,2000000196,incorrect; no good option available
20190510 EMIF Neuropsychology.csv,WMS-R Story B Immediate,-1,,0.5290101766586304,APPROVED,2000000208,
20190510 EMIF Neuropsychology.csv,Cerad WL round 2 intrusions ,-1,,0.302534282207489,UNCHECKED,2000000196,incorrect; no good option available
20190510 EMIF Neuropsychology.csv,Cerad WL delayed intrusions ,-1,,0.3871861398220062,UNCHECKED,2000000047,incorrect; no good option available
20190510 EMIF Neuropsychology.csv,WMS-R Story B Delayed ,-1,,0.49420833587646484,APPROVED,2000000206,
20190510 EMIF Neuropsychology.csv,TMT Part A,-1,,0.37575069069862366,APPROVED,2000000210,
20190510 EMIF Neuropsychology.csv,Cerad WL round 3 intrusions,-1,,0.30394867062568665,UNCHECKED,2000000196,incorrect; no good option available
20190510 EMIF Neuropsychology.csv,TMT Part B,-1,,0.40318724513053894,APPROVED,2000000212,
20190510 EMIF Neuropsychology.csv,Cerad WL round 1,-1,,0.2534133791923523,UNCHECKED,2000000047,incorrect; no good option available
20190510 EMIF Neuropsychology.csv,WMS-R Story A Immediate ,-1,,0.5484875440597534,APPROVED,2000000208,
20190510 EMIF Patient Data.csv,Sex,-1,,0.09304331988096237,UNCHECKED,0,strangely sex or gender is not available in the list of options
20190510 EMIF Patient Data.csv,Date of birth,-1,,0.3551342785358429,UNCHECKED,2000000078,incorrect; no good option available
20190510 EMIF Patient Data.csv,Date of Admission,-1,,0.30038440227508545,UNCHECKED,2000000078,incorrect; no good option available
20190510 EMIF Patient Data.csv,Years of Education,-1,,0.43192264437675476,UNCHECKED,2000000229,years of education is not available in the list
20190510 EMIF Patient Data.csv,Family history Alzheimers ,-1,,0.5447186231613159,UNCHECKED,2000000468,check whether its family history specific to alzheimers or dementia
20190510 EMIF Patient Data.csv,Family history Dementia,-1,,0.8934478163719177,APPROVED,2000000468,
20190510 EMIF Sleep.csv,Date of ,-1,,0.6190086007118225,UNCHECKED,2000000078,seems like something went wrong
20190510 EMIF Sleep.csv,Insomnia Severity Index (ISI),-1,,0.2063816338777542,UNCHECKED,2000000025,incorrect; no good option available
20190510 EMIF Sleep.csv,Epworth Sleepiness Scale (ESS),-1,,0.21321836113929749,UNCHECKED,2000000434,"sleep disorders seems to general, this is a specific scale"
20190510 EMIF Sleep.csv,RBDSQ total ,-1,,0.29860055446624756,UNCHECKED,2000000174,incorrect; no good option available
Diagnosis,Subjective Memory Complaints,-1,,0.0,UNCHECKED,0,seems like something went wrong
Diagnosis,Misuse of Substances ,-1,,0.0,UNCHECKED,0,seems like something went wrong
Diagnosis,Others,-1,,0.0,UNCHECKED,0,seems like something went wrong
Diagnosis,Unclear,-1,,0.0,UNCHECKED,0,seems like something went wrong
Diagnosis,mild dementia,-1,,0.0,UNCHECKED,0,seems like something went wrong
Diagnosis,moderate dementia,-1,,0.0,UNCHECKED,0,seems like something went wrong
Diagnosis,severe dementia ,-1,,0.0,UNCHECKED,0,seems like something went wrong
Diagnosis,depression with cognitive deficits,-1,,0.0,UNCHECKED,0,seems like something went wrong
Diagnosis,depression without cognitive deficits,-1,,0.0,UNCHECKED,0,seems like something went wrong
Diagnosis,cognitive impairment due to schizophrenia,-1,,0.0,UNCHECKED,0,seems like something went wrong
Diagnosis,mild cognitive impairment,-1,,0.0,UNCHECKED,0,seems like something went wrong
Etiology,Alzheimer,-1,,0.0,UNCHECKED,0,seems like something went wrong
Etiology,Mixed type,-1,,0.0,UNCHECKED,0,seems like something went wrong
Etiology,vascular,-1,,0.0,UNCHECKED,0,seems like something went wrong
Etiology,Lewy Body,-1,,0.0,UNCHECKED,0,seems like something went wrong
Etiology,FTD,-1,,0.0,UNCHECKED,0,seems like something went wrong
Etiology,Parkinson,-1,,0.0,UNCHECKED,0,seems like something went wrong
Etiology,NPH,-1,,0.0,UNCHECKED,0,seems like something went wrong
Etiology,Other neurodegenerative diseases,-1,,0.0,UNCHECKED,0,seems like something went wrong
Etiology,unclear,-1,,0.0,UNCHECKED,0,seems like something went wrong
Etiology,SHT,-1,,0.0,UNCHECKED,0,seems like something went wrong
ICD-10 / DSM-V,F01.2,-1,,0.0,UNCHECKED,0,seems like something went wrong
ICD-10 / DSM-V,F00.2,-1,,0.05481768772006035,UNCHECKED,2000000287,seems like something went wrong
ICD-10 / DSM-V,F02.0,-1,,0.0,UNCHECKED,0,seems like something went wrong
ICD-10 / DSM-V,DSM-V: 331.83,-1,,0.06224498152732849,UNCHECKED,0,seems like something went wrong
ICD-10 / DSM-V,F06.7,-1,,0.0,UNCHECKED,0,seems like something went wrong
ICD-10 / DSM-V,G20.0,-1,,0.0,UNCHECKED,0,seems like something went wrong
ICD-10 / DSM-V,G31.84,-1,,0.0,UNCHECKED,0,seems like something went wrong
ICD-10 / DSM-V,F00.0,-1,,0.056708939373493195,UNCHECKED,0,seems like something went wrong
ICD-10 / DSM-V,F00.1,-1,,0.05368034541606903,UNCHECKED,2000000287,seems like something went wrong
