sourceCode,sourceName,translate,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,targetConceptId,targetConceptName,targetVocabularyId,targetDomainId,targetStandardConcept,targetChildCount,targetParentCount,targetConceptClassId,targetConceptCode,targetValidStartDate,targetValidEndDate,targetInvalidReason
AD Switchbox Maastricht Original data file.csv,CSTB,CSTB (sec),-1,,0.07835384458303452,2000000711,CST-B,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000711,2019-01-01,2099-12-31,
AD Switchbox Maastricht Original data file.csv,RBMT_VAO,RBMT immediate A / C reproduction,-1,,0.34496569633483887,2000000613,SRT Immediate,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000613,2019-01-01,2099-12-31,
AD Switchbox Maastricht Original data file.csv,RBMT_VAU,RBMT deferred reproduction A / C,-1,,0.15339751541614532,2000000611,Education Category,Concept Class,Subject Characteristics,S,0,0,Concept Class,2000000611,2019-01-01,2099-12-31,
AD Switchbox Maastricht Original data file.csv,RBMT_VBO,RBMT immediate B / D reproduction,-1,,0.33909720182418823,2000000613,SRT Immediate,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000613,2019-01-01,2099-12-31,
AD Switchbox Maastricht Original data file.csv,RBMT_VBU,RBMT deferred reproduction B / D,-1,,0.14228792488574982,2000000611,Education Category,Concept Class,Subject Characteristics,S,0,0,Concept Class,2000000611,2019-01-01,2099-12-31,
AD Switchbox Maastricht Original data file.csv,DADTOTPERCENT,DAD totaal (%),-1,,0.19814585149288177,2000000749,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,MAA_NR,other subject ID,-1,,0.4419800639152527,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,CSTC,CSTC (sec),-1,,0.0800849124789238,2000000713,CST-C,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000713,2019-01-01,2099-12-31,
AD Switchbox Maastricht Original data file.csv,CST01,CST0 (sec),-1,,0.09175530076026917,2000000708,CST-0,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000708,2019-01-01,2099-12-31,
AD Switchbox Maastricht Original data file.csv,NPIB,Motion restlessness,-1,,0.2565906345844269,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,TOBACOTYP1,Smoke type cigar,-1,,0.3003791272640228,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIAf,Frequency anxiety,-1,,0.7221848368644714,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WLT2,Number correct,-1,,0.4034518897533417,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WLT2F,Mistakes,-1,,0.20755517482757568,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIAe,Severity fear,-1,,0.4357158839702606,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,TOBACOTYP2,Smoke type cigarette,-1,,0.2696198523044586,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,SDMT30L,30 sec reading,-1,,0.34644174575805664,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,QCOMPLETED,Questionnaire administered? (GDS),-1,,0.220336452126503,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIBf,Frequency of movement unrest,-1,,0.24133378267288208,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,STR1F,Stroop 1 mistakes,-1,,0.46494781970977783,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WLT2D,doubles,-1,,0.19961050152778625,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,FEA,Frequency x severity anxiety,-1,,0.5724189877510071,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,TOBACOTYP3,Smoke type pipe tobacco,-1,,0.2509298026561737,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WLT3,Number correct,-1,,0.4034518897533417,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIBe,Severity of movement disorder,-1,,0.40481123328208923,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,SDMT30LF,30 sec reading mistakes,-1,,0.3158271908760071,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,STR1C,Stroop 1 corr.,-1,,0.45597848296165466,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIAb,Tax for the social worker,-1,,0.21435268223285675,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,TOBACOTYPNLFL,Smoke type missing,-1,,0.368108332157135,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WLT3F,Mistakes,-1,,0.20755517482757568,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,QCOMPLETED15,Questionnaire administered? (HDRS),-1,,0.2173125445842743,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,SDMT60L,60 sec reading,-1,,0.34320712089538574,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WLT3D,doubles,-1,,0.19961050152778625,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIUE,Exuberance Euphoria,-1,,0.2106500118970871,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,FEB,Frequency x severity movement agitation,-1,,0.26803383231163025,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,TMTAF,TMTA mistakes,-1,,0.27179744839668274,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,TOBACO2_TXT,Open text ,-1,,0.22410883009433746,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,SDMT60LF,60 sec reading mistakes,-1,,0.31393441557884216,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIBb,Tax for the social worker,-1,,0.21435268223285675,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WLT4,Number correct,-1,,0.4034518897533417,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIDSf,Frequency depression gloominess,-1,,0.45449957251548767,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,QCOMPLETED1,Questionnaire administered (CDR)?,-1,,0.23788964748382568,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPISO,Sleep Unrest at night,-1,,0.3270758390426636,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,TMTBF,TMTB mistakes,-1,,0.23419593274593353,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,SDMT30S,30 sec writing,-1,,0.17705658078193665,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIDSe,Severity depression depression,-1,,0.6429920792579651,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WLT4F,Mistakes,-1,,0.20755517482757568,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,FED,Frequency x Ernst depression,-1,,0.4814448058605194,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,SDMT30SF,30 sec writing mistakes,-1,,0.17178595066070557,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,SDMT60S,60 sec writing,-1,,0.1855088770389557,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIDSb,Tax for the social worker,-1,,0.21435268223285675,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,TMTCF,TMTC mistakes,-1,,0.2407250851392746,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WLT4D,doubles,-1,,0.19961050152778625,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,SDMT60SF,60 sec writing mistakes,-1,,0.17076432704925537,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIA,Fear,-1,,0.18902887403964996,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WLT5,Number correct,-1,,0.4034518897533417,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIAOf,Frequency apathy indifference,-1,,0.2538910210132599,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,CSF_Klin_Lab,,-1,,0.0,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,CYFRKSAW,Figure series backwards,-1,,0.5156229734420776,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,QCOMPLETED5,DAD Questionnaire administered?,-1,,0.32948216795921326,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPISOb,Tax for the social worker,-1,,0.21435268223285675,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIAOe,Severity apathy indifference,-1,,0.3459314703941345,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,SCL90_SOM,Questionnaire SCL90 ,-1,,0.3474022448062897,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,DIGSPAN_SORT,Digit span sorting,-1,,0.7340525388717651,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,CSF_Klin_Methode,,-1,,0.0,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,CYFRKS_SORT,Number series sorting,-1,,0.32535621523857117,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIOf,Frequency inhibition,-1,,0.419333815574646,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,FEAO,Frequency x Severity apathy indifference,-1,,0.3000216484069824,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,CYFRKS_WAISVERS,Number series version,-1,,0.32887375354766846,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,MRI,Is there and MRI? ,-1,,0.27967891097068787,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,SCL90_IN,Questionnaire SCL90 ,-1,,0.3474022448062897,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIAOb,Tax for the social worker,-1,,0.21435268223285675,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIOe,Serious inhibition,-1,,0.38992032408714294,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,STR2F,Stroop 2 mistakes,-1,,0.4623418152332306,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIO,Inhibition,-1,,0.5148364901542664,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WLTN,WLT number of words,-1,,0.4112938642501831,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,SCL90_SEN,Questionnaire SCL90 ,-1,,0.3474022448062897,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,STR2C,Stroop 2 corr.,-1,,0.45543158054351807,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIEE,Appetite Eating disorders,-1,,0.3646126389503479,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIUEf,Euphoria frequency exuberance,-1,,0.17492908239364624,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,FEO,Frequency x Serious inhibition,-1,,0.31614935398101807,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,CSFQ,Has CSF been drawn? ,-1,,0.21341288089752197,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WLTMOD,WLT modus,-1,,0.2736413776874542,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,SCL90_HOS,Questionnaire SCL90 ,-1,,0.3474022448062897,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIEEf,Frequency appetite eating disorders,-1,,0.3148505389690399,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIUEe,Severity euphoria,-1,,0.3594615161418915,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,CSFN,Reason no CSF,-1,,0.29190123081207275,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,SCL90_SLA,Questionnaire SCL90 ,-1,,0.3474022448062897,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIOb,Tax for the social worker,-1,,0.21435268223285675,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIEEe,Severity appetite eating disorders,-1,,0.37120434641838074,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,FEUE,Frequency x Severity,-1,,0.398108571767807,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WLTVERS,WLT version,-1,,0.14778025448322296,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIPL,Irritability Lability,-1,,0.2471020668745041,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,SDMT90L,90 sec reading,-1,,0.3532766103744507,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIUEb,Tax for the social worker,-1,,0.21435268223285675,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,STR3F,Stroop 3 mistakes,-1,,0.4409288465976715,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,FEEE,Frequency x Severity appetite eating disorder,-1,,0.32602328062057495,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIAO,Apathy Indifference,-1,,0.29065123200416565,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,SDMT90LF,90 sec reading mistakes,-1,,0.319764107465744,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIPLf,Frequency irritability Lability,-1,,0.20402128994464874,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WLT1,Number correct,-1,,0.4034518897533417,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIEEb,Tax for the social worker,-1,,0.21435268223285675,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,SCL90_ANG,Questionnaire SCL90 ,-1,,0.3474022448062897,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIPLe,Severity irritability Lability,-1,,0.3150360584259033,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,STR3C,Stroop 3 corr.,-1,,0.46146973967552185,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WLT1F,Mistakes,-1,,0.20755517482757568,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIHf,Frequency hallucinations,-1,,0.2526775896549225,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,SCL90_AGO,Questionnaire SCL90 ,-1,,0.3474022448062897,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,FEPL,Frequency x Severely irritable lability,-1,,0.28486260771751404,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIHe,Severity hallucinations,-1,,0.3181375563144684,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WLT1D,doubles,-1,,0.19961050152778625,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,SCL90_DEP,Questionnaire SCL90 ,-1,,0.3474022448062897,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIPLb,Tax for the social worker,-1,,0.21435268223285675,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,FEH,Frequency x severity of hallucinations,-1,,0.2561988830566406,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,RBMT_OR_TOT,RBMT orientation total,-1,,0.5258178114891052,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,RBMT_OR_MAX,RBMT orientation max,-1,,0.4980691373348236,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,BLDPRYN,Bloodpressure measured?,-1,,0.4847602844238281,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,VRHGOPL,Verhage education level,-1,,0.510364294052124,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,MEANDER,visuoconstruction meander,-1,,0.7780930995941162,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,RBMT_OR_DAT,RBMT orientation date,-1,,0.5177065134048462,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,GITIQ,GIT IQ,-1,,0.2389773279428482,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,KUBUS_9,visuoconstruction 9-legged cube,-1,,0.5818415880203247,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NVM_PSY,,-1,,0.0,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIAA,Agitation Aggression,-1,,0.3070194721221924,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,GITVERS,GIT version,-1,,0.20940378308296204,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,HONINGRAAT,visuoconstruction honeycomb,-1,,0.6615081429481506,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NVM_EX,,-1,,0.0,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIAAf,Frequency agitation aggression,-1,,0.2599986493587494,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,RBMT_VERS,RBMT version,-1,,0.13947860896587372,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,KUBUS_12,visuoconstruction 12-legged cube,-1,,0.5712999105453491,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WLIJST,GIT wordlist raw,-1,,0.602449357509613,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIAAe,Severity agitation aggression,-1,,0.3292751908302307,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,RIND,RIND,-1,,0.24434952437877655,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,LEGK,GIT legkaart ruwe score,-1,,0.1509990096092224,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,PIN,Subject ID,-1,,0.5136685371398926,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,VAAR,GIT vaaropdrachten ruwe score,-1,,0.2462492287158966,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,FEAA,Frequency x Severity agitation aggression,-1,,0.2719624638557434,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,CIJF,GIT cijferen ruwe score,-1,,0.16946077346801758,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NOB_VOLGNR,Meet moment,-1,,0.22838976979255676,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIAAb,Tax for the social worker,-1,,0.21435268223285675,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,SORT,GIT sorteren ruwe score,-1,,0.255193829536438,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,MMSEMAX,MMSEMAX (maximaal aantal punten haalbaar),-1,,0.17347995936870575,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,DRAAI,GIT draai ruwe score,-1,,0.1709776520729065,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,LDST_SDMT,LDST or SDMT performed,-1,,0.2612239420413971,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIDS,Depression Gloom,-1,,0.6051468849182129,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,FIG,GIT figuurontdekken ruwe score,-1,,0.21818026900291443,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,FLUBERF,Fluency professions mistakes,-1,,0.3981647193431854,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,MATR,GIT matrijzen ruwe score,-1,,0.2506274878978729,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WLT5F,Mistakes,-1,,0.20755517482757568,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,FLUDIERF,Fluency animals mistakes,-1,,0.6415237188339233,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,FLUBERD,Fluency professins doubles,-1,,0.37862640619277954,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,Gebdag,day of birth,-1,,0.35275253653526306,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WMOD1,GIT fluency1 categorie,-1,,0.6346571445465088,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WLT5D,doubles,-1,,0.19961050152778625,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,Gebmnd,month of birth,-1,,0.43901917338371277,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WLTDRF,Delayed recall mistakes,-1,,0.393686980009079,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WTOT1,GIT fluency1 totaal aantal,-1,,0.39633822441101074,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,FLUDIERD,fluency animals doubles,-1,,0.5657268762588501,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,QCOMPLETED4,Questionnaire administered? (NPI),-1,,0.22154457867145538,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WLTDRD,Delayed recall doubles,-1,,0.3654419779777527,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,FLUBER,Fluency professions,-1,,0.48595577478408813,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,NPIW,Delusions,-1,,0.3158052861690521,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WLTGPOS,Recognition gpos,-1,,0.4660792648792267,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WLTTOTF,Total mistakes,-1,,0.27195143699645996,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,UCL_ACT,Questionnaire UCL,-1,,0.37767294049263,0,Unmapped,,,,0,0,,,,,
AD Switchbox Maastricht Original data file.csv,WMOD2,GIT fluency2 categorie,-1,,0.6373487710952759,0,Unmapped,,,,0,0,,,,,
