sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,targetConceptId,targetConceptName,targetVocabularyId,targetDomainId,targetStandardConcept,targetChildCount,targetParentCount,targetConceptClassId,targetConceptCode,targetValidStartDate,targetValidEndDate,targetInvalidReason
FEAO,Frequency x Severity apathy indifference,-1,,0.3000216484069824,0,Unmapped,,,,0,0,,,,,
CYFRKS_WAISVERS,Number series version,-1,,0.32887375354766846,0,Unmapped,,,,0,0,,,,,
MRI,Is there and MRI? ,-1,,0.27967891097068787,0,Unmapped,,,,0,0,,,,,
SCL90_IN,Questionnaire SCL90 ,-1,,0.3474022448062897,0,Unmapped,,,,0,0,,,,,
NPIAOb,Tax for the social worker,-1,,0.21435268223285675,0,Unmapped,,,,0,0,,,,,
NPIOe,Serious inhibition,-1,,0.38992032408714294,0,Unmapped,,,,0,0,,,,,
STR2F,Stroop 2 mistakes,-1,,0.4623418152332306,0,Unmapped,,,,0,0,,,,,
NPIO,Inhibition,-1,,0.5148364901542664,0,Unmapped,,,,0,0,,,,,
WLTN,WLT number of words,-1,,0.4112938642501831,0,Unmapped,,,,0,0,,,,,
SCL90_SEN,Questionnaire SCL90 ,-1,,0.3474022448062897,0,Unmapped,,,,0,0,,,,,
STR2C,Stroop 2 corr.,-1,,0.45543158054351807,0,Unmapped,,,,0,0,,,,,
NPIEE,Appetite Eating disorders,-1,,0.3646126389503479,0,Unmapped,,,,0,0,,,,,
NPIUEf,Euphoria frequency exuberance,-1,,0.17492908239364624,0,Unmapped,,,,0,0,,,,,
FEO,Frequency x Serious inhibition,-1,,0.31614935398101807,0,Unmapped,,,,0,0,,,,,
CSFQ,Has CSF been drawn? ,-1,,0.21341288089752197,0,Unmapped,,,,0,0,,,,,
WLTMOD,WLT modus,-1,,0.2736413776874542,0,Unmapped,,,,0,0,,,,,
SCL90_HOS,Questionnaire SCL90 ,-1,,0.3474022448062897,0,Unmapped,,,,0,0,,,,,
NPIEEf,Frequency appetite eating disorders,-1,,0.3148505389690399,0,Unmapped,,,,0,0,,,,,
NPIUEe,Severity euphoria,-1,,0.3594615161418915,0,Unmapped,,,,0,0,,,,,
CSFN,Reason no CSF,-1,,0.29190123081207275,0,Unmapped,,,,0,0,,,,,
SCL90_SLA,Questionnaire SCL90 ,-1,,0.3474022448062897,0,Unmapped,,,,0,0,,,,,
NPIOb,Tax for the social worker,-1,,0.21435268223285675,0,Unmapped,,,,0,0,,,,,
NPIEEe,Severity appetite eating disorders,-1,,0.37120434641838074,0,Unmapped,,,,0,0,,,,,
FEUE,Frequency x Severity,-1,,0.398108571767807,0,Unmapped,,,,0,0,,,,,
WLTVERS,WLT version,-1,,0.14778025448322296,0,Unmapped,,,,0,0,,,,,
NPIPL,Irritability Lability,-1,,0.2471020668745041,0,Unmapped,,,,0,0,,,,,
SDMT90L,90 sec reading,-1,,0.3532766103744507,0,Unmapped,,,,0,0,,,,,
NPIUEb,Tax for the social worker,-1,,0.21435268223285675,0,Unmapped,,,,0,0,,,,,
STR3F,Stroop 3 mistakes,-1,,0.4409288465976715,0,Unmapped,,,,0,0,,,,,
FEEE,Frequency x Severity appetite eating disorder,-1,,0.32602328062057495,0,Unmapped,,,,0,0,,,,,
NPIAO,Apathy Indifference,-1,,0.29065123200416565,0,Unmapped,,,,0,0,,,,,
SDMT90LF,90 sec reading mistakes,-1,,0.319764107465744,0,Unmapped,,,,0,0,,,,,
NPIPLf,Frequency irritability Lability,-1,,0.20402128994464874,0,Unmapped,,,,0,0,,,,,
WLT1,Number correct,-1,,0.4034518897533417,0,Unmapped,,,,0,0,,,,,
NPIEEb,Tax for the social worker,-1,,0.21435268223285675,0,Unmapped,,,,0,0,,,,,
SCL90_ANG,Questionnaire SCL90 ,-1,,0.3474022448062897,0,Unmapped,,,,0,0,,,,,
NPIPLe,Severity irritability Lability,-1,,0.3150360584259033,0,Unmapped,,,,0,0,,,,,
STR3C,Stroop 3 corr.,-1,,0.46146973967552185,0,Unmapped,,,,0,0,,,,,
WLT1F,Mistakes,-1,,0.20755517482757568,0,Unmapped,,,,0,0,,,,,
NPIHf,Frequency hallucinations,-1,,0.2526775896549225,0,Unmapped,,,,0,0,,,,,
SCL90_AGO,Questionnaire SCL90 ,-1,,0.3474022448062897,0,Unmapped,,,,0,0,,,,,
FEPL,Frequency x Severely irritable lability,-1,,0.28486260771751404,0,Unmapped,,,,0,0,,,,,
NPIHe,Severity hallucinations,-1,,0.3181375563144684,0,Unmapped,,,,0,0,,,,,
WLT1D,doubles,-1,,0.19961050152778625,0,Unmapped,,,,0,0,,,,,
SCL90_DEP,Questionnaire SCL90 ,-1,,0.3474022448062897,0,Unmapped,,,,0,0,,,,,
NPIPLb,Tax for the social worker,-1,,0.21435268223285675,0,Unmapped,,,,0,0,,,,,
FEH,Frequency x severity of hallucinations,-1,,0.2561988830566406,0,Unmapped,,,,0,0,,,,,
RBMT_OR_TOT,RBMT orientation total,-1,,0.5258178114891052,0,Unmapped,,,,0,0,,,,,
RBMT_OR_MAX,RBMT orientation max,-1,,0.4980691373348236,0,Unmapped,,,,0,0,,,,,
BLDPRYN,Bloodpressure measured?,-1,,0.4847602844238281,0,Unmapped,,,,0,0,,,,,
VRHGOPL,Verhage education level,-1,,0.510364294052124,0,Unmapped,,,,0,0,,,,,
MEANDER,visuoconstruction meander,-1,,0.7780930995941162,0,Unmapped,,,,0,0,,,,,
RBMT_OR_DAT,RBMT orientation date,-1,,0.5177065134048462,0,Unmapped,,,,0,0,,,,,
GITIQ,GIT IQ,-1,,0.2389773279428482,0,Unmapped,,,,0,0,,,,,
KUBUS_9,visuoconstruction 9-legged cube,-1,,0.5818415880203247,0,Unmapped,,,,0,0,,,,,
NVM_PSY,,-1,,0.0,0,Unmapped,,,,0,0,,,,,
NPIAA,Agitation Aggression,-1,,0.3070194721221924,0,Unmapped,,,,0,0,,,,,
GITVERS,GIT version,-1,,0.20940378308296204,0,Unmapped,,,,0,0,,,,,
HONINGRAAT,visuoconstruction honeycomb,-1,,0.6615081429481506,0,Unmapped,,,,0,0,,,,,
NVM_EX,,-1,,0.0,0,Unmapped,,,,0,0,,,,,
NPIAAf,Frequency agitation aggression,-1,,0.2599986493587494,0,Unmapped,,,,0,0,,,,,
RBMT_VERS,RBMT version,-1,,0.13947860896587372,0,Unmapped,,,,0,0,,,,,
KUBUS_12,visuoconstruction 12-legged cube,-1,,0.5712999105453491,0,Unmapped,,,,0,0,,,,,
WLIJST,GIT wordlist raw,-1,,0.602449357509613,0,Unmapped,,,,0,0,,,,,
NPIAAe,Severity agitation aggression,-1,,0.3292751908302307,0,Unmapped,,,,0,0,,,,,
RIND,RIND,-1,,0.24434952437877655,0,Unmapped,,,,0,0,,,,,
LEGK,GIT legkaart ruwe score,-1,,0.1509990096092224,0,Unmapped,,,,0,0,,,,,
PIN,Subject ID,-1,,0.5136685371398926,0,Unmapped,,,,0,0,,,,,
VAAR,GIT vaaropdrachten ruwe score,-1,,0.2462492287158966,0,Unmapped,,,,0,0,,,,,
FEAA,Frequency x Severity agitation aggression,-1,,0.2719624638557434,0,Unmapped,,,,0,0,,,,,
CIJF,GIT cijferen ruwe score,-1,,0.16946077346801758,0,Unmapped,,,,0,0,,,,,
NOB_VOLGNR,Meet moment,-1,,0.22838976979255676,0,Unmapped,,,,0,0,,,,,
NPIAAb,Tax for the social worker,-1,,0.21435268223285675,0,Unmapped,,,,0,0,,,,,
SORT,GIT sorteren ruwe score,-1,,0.255193829536438,0,Unmapped,,,,0,0,,,,,
MMSEMAX,MMSEMAX (maximaal aantal punten haalbaar),-1,,0.17347995936870575,0,Unmapped,,,,0,0,,,,,
DRAAI,GIT draai ruwe score,-1,,0.1709776520729065,0,Unmapped,,,,0,0,,,,,
LDST_SDMT,LDST or SDMT performed,-1,,0.2612239420413971,0,Unmapped,,,,0,0,,,,,
NPIDS,Depression Gloom,-1,,0.6051468849182129,0,Unmapped,,,,0,0,,,,,
FIG,GIT figuurontdekken ruwe score,-1,,0.21818026900291443,0,Unmapped,,,,0,0,,,,,
FLUBERF,Fluency professions mistakes,-1,,0.3981647193431854,0,Unmapped,,,,0,0,,,,,
MATR,GIT matrijzen ruwe score,-1,,0.2506274878978729,0,Unmapped,,,,0,0,,,,,
WLT5F,Mistakes,-1,,0.20755517482757568,0,Unmapped,,,,0,0,,,,,
FLUDIERF,Fluency animals mistakes,-1,,0.6415237188339233,0,Unmapped,,,,0,0,,,,,
FLUBERD,Fluency professins doubles,-1,,0.37862640619277954,0,Unmapped,,,,0,0,,,,,
Gebdag,day of birth,-1,,0.35275253653526306,0,Unmapped,,,,0,0,,,,,
WMOD1,GIT fluency1 categorie,-1,,0.6346571445465088,0,Unmapped,,,,0,0,,,,,
WLT5D,doubles,-1,,0.19961050152778625,0,Unmapped,,,,0,0,,,,,
Gebmnd,month of birth,-1,,0.43901917338371277,0,Unmapped,,,,0,0,,,,,
WLTDRF,Delayed recall mistakes,-1,,0.393686980009079,0,Unmapped,,,,0,0,,,,,
WTOT1,GIT fluency1 totaal aantal,-1,,0.39633822441101074,0,Unmapped,,,,0,0,,,,,
FLUDIERD,fluency animals doubles,-1,,0.5657268762588501,0,Unmapped,,,,0,0,,,,,
QCOMPLETED4,Questionnaire administered? (NPI),-1,,0.22154457867145538,0,Unmapped,,,,0,0,,,,,
WLTDRD,Delayed recall doubles,-1,,0.3654419779777527,0,Unmapped,,,,0,0,,,,,
FLUBER,Fluency professions,-1,,0.48595577478408813,0,Unmapped,,,,0,0,,,,,
NPIW,Delusions,-1,,0.3158052861690521,0,Unmapped,,,,0,0,,,,,
WLTGPOS,Recognition gpos,-1,,0.4660792648792267,0,Unmapped,,,,0,0,,,,,
WLTTOTF,Total mistakes,-1,,0.27195143699645996,0,Unmapped,,,,0,0,,,,,
UCL_ACT,Questionnaire UCL,-1,,0.37767294049263,0,Unmapped,,,,0,0,,,,,
WMOD2,GIT fluency2 categorie,-1,,0.6373487710952759,0,Unmapped,,,,0,0,,,,,
QCOMPLETED3,MMSE Questionnaire administered?,-1,,0.3221798241138458,0,Unmapped,,,,0,0,,,,,
NPIWf,Frequency delusions,-1,,0.3115542232990265,0,Unmapped,,,,0,0,,,,,
WLTFPOS,Recognition fpos,-1,,0.47739335894584656,0,Unmapped,,,,0,0,,,,,
WTOT2,GIT fluency2 totaal aantal,-1,,0.3938354551792145,0,Unmapped,,,,0,0,,,,,
WLTTOTD,Total double,-1,,0.24454981088638306,0,Unmapped,,,,0,0,,,,,
UCL_PAL,Questionnaire UCL,-1,,0.37767294049263,0,Unmapped,,,,0,0,,,,,
NPV_RG,NPV,-1,,0.15917067229747772,0,Unmapped,,,,0,0,,,,,
SCL90_OVER,Questionnaire SCL90 ,-1,,0.3474022448062897,0,Unmapped,,,,0,0,,,,,
NPIWe,Seriousness delusions,-1,,0.21680745482444763,0,Unmapped,,,,0,0,,,,,
VAT2,,-1,,0.0,0,Unmapped,,,,0,0,,,,,
NPV_VE,NPV,-1,,0.15917067229747772,0,Unmapped,,,,0,0,,,,,
UCL_VER,Questionnaire UCL,-1,,0.37767294049263,0,Unmapped,,,,0,0,,,,,
UCL_EXP,Questionnaire UCL,-1,,0.37767294049263,0,Unmapped,,,,0,0,,,,,
SCL90_PSN,Questionnaire SCL90 ,-1,,0.3474022448062897,0,Unmapped,,,,0,0,,,,,
FEW,Frequency x Ernst delusions,-1,,0.23417137563228607,0,Unmapped,,,,0,0,,,,,
NPV_ZE,NPV,-1,,0.15917067229747772,0,Unmapped,,,,0,0,,,,,
UCL_GER,Questionnaire UCL,-1,,0.37767294049263,0,Unmapped,,,,0,0,,,,,
UCL_SOC,Questionnaire UCL,-1,,0.37767294049263,0,Unmapped,,,,0,0,,,,,
NPV_VERS,version NPV,-1,,0.19302305579185486,0,Unmapped,,,,0,0,,,,,
NPV_DO,NPV,-1,,0.15917067229747772,0,Unmapped,,,,0,0,,,,,
NVM_NEG,,-1,,0.0,0,Unmapped,,,,0,0,,,,,
NPIWb,Tax for the social worker,-1,,0.21435268223285675,0,Unmapped,,,,0,0,,,,,
NPV_IN,NPV,-1,,0.15917067229747772,0,Unmapped,,,,0,0,,,,,
UCL_PAS,Questionnaire UCL,-1,,0.37767294049263,0,Unmapped,,,,0,0,,,,,
NPV_ZW,NPV,-1,,0.15917067229747772,0,Unmapped,,,,0,0,,,,,
NVM_SOM,,-1,,0.0,0,Unmapped,,,,0,0,,,,,
NPIH,Hallucinations,-1,,0.15334878861904144,0,Unmapped,,,,0,0,,,,,
NPV_SI,NPV,-1,,0.15917067229747772,0,Unmapped,,,,0,0,,,,,
NVM_VERL,,-1,,0.0,0,Unmapped,,,,0,0,,,,,
STROOP_VERS,Stroop version,-1,,0.5229401588439941,2000000618,Stroop Test,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000618,2019-01-01,2099-12-31,
VOSP_DOTC,Dot counting,-1,,0.5068719387054443,2000000744,VOSP Dot Counting,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000744,2019-01-01,2099-12-31,
GCA,global cortical atrophy,-1,,0.5328596234321594,2000000721,Global Cortical Atrophy,Concept Class,Imaging,S,0,0,Concept Class,2000000721,2019-01-01,2099-12-31,
FLUDIER,Fluency animals (number),-1,,0.495524138212204,2000000009,Animals Fluency 1 min,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000009,2019-01-01,2099-12-31,
APOE_genotype,APOE ,-1,,0.590316116809845,2000000013,ApoE Genotype,Concept Class,Pharmacogenetics Findings,S,0,0,Concept Class,2000000013,2019-01-01,2099-12-31,
WLTDR,Delayed recall total,-1,,0.5067211389541626,2000000015,AVLT Delayed,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000015,2019-01-01,2099-12-31,
WLTTOT,Total correct,-1,,0.475190132856369,2000000017,AVLT Immediate,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000017,2019-01-01,2099-12-31,
CDR06,Community affairs,-1,,0.9165294170379639,2000000037,CDR Community Affairs,Concept Class,Rating Scales,S,0,0,Concept Class,2000000037,2019-01-01,2099-12-31,
CDR04,Home and Hobbies,-1,,0.9093907475471497,2000000038,CDR Home and Hobbies,Concept Class,Rating Scales,S,0,0,Concept Class,2000000038,2019-01-01,2099-12-31,
CDR03,Judgement and problem solving,-1,,0.9057110548019409,2000000039,CDR Judgement and Problem Solving,Concept Class,Rating Scales,S,0,0,Concept Class,2000000039,2019-01-01,2099-12-31,
CDR01,Memory,-1,,1.0,2000000040,CDR Memory,Concept Class,Rating Scales,S,0,0,Concept Class,2000000040,2019-01-01,2099-12-31,
CDR02,Orientation,-1,,0.7327530980110168,2000000041,CDR Orientation,Concept Class,Rating Scales,S,0,0,Concept Class,2000000041,2019-01-01,2099-12-31,
CDR05,Personal Care,-1,,0.8329384326934814,2000000042,CDR Personal Care,Concept Class,Rating Scales,S,0,0,Concept Class,2000000042,2019-01-01,2099-12-31,
CDRTOT,CDR totaal score,-1,,0.6962801218032837,2000000044,CDR Total,Concept Class,Rating Scales,S,0,0,Concept Class,2000000044,2019-01-01,2099-12-31,
CSF_Klin_AmyloidBeta42_1,CSF amyloid,-1,,0.6055698990821838,2000000070,Amyloid Beta 1-42 (pg/mL),Concept Class,Laboratory Test Results,S,0,0,Concept Class,2000000070,2019-01-01,2099-12-31,
CSF_Klin_Phospor_TAU,CSF p-tau,-1,,0.3271140158176422,2000000073,Phosphorylated Tau (pg/mL),Concept Class,Laboratory Test Results,S,0,0,Concept Class,2000000073,2019-01-01,2099-12-31,
CSF_Klin_Total_TAU,CSF t-tau,-1,,0.3479357659816742,2000000075,Total Tau (pg/mL),Concept Class,Laboratory Test Results,S,0,0,Concept Class,2000000075,2019-01-01,2099-12-31,
DIGSPANAW,Digit span backwards,-1,,0.9572976231575012,2000000082,Digit Span Backward,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000082,2019-01-01,2099-12-31,
DIGSPANVW,Digit span forward,-1,,1.0,2000000084,Digit Span Forward,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000084,2019-01-01,2099-12-31,
CYFRKSVW,Number series forward,-1,,0.43055132031440735,2000000084,Digit Span Forward,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000084,2019-01-01,2099-12-31,
CYFRKSTOT,Number series total score,-1,,0.41642528772354126,2000000086,Digit Span Total,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000086,2019-01-01,2099-12-31,
CBSOPL,Education in categories,-1,,0.8327969312667847,2000000094,Education Category,Concept Class,Subject Characteristics,S,0,0,Concept Class,2000000094,2019-01-01,2099-12-31,
HDRSTOT,HDRS totoaalscore,-1,,0.2257409542798996,2000000121,HDS,Concept Class,Rating Scales,S,0,0,Concept Class,2000000121,2019-01-01,2099-12-31,
IADL_QTOT,IADL totaalscore,-1,,0.5092611312866211,2000000138,IADL,Concept Class,Rating Scales,S,0,0,Concept Class,2000000138,2019-01-01,2099-12-31,
MMSETOT,MMSE totalscore (0-30),-1,,0.49260982871055603,2000000166,MMSE Total Score,Concept Class,Cognitive Screening Tests,S,0,0,Concept Class,2000000166,2019-01-01,2099-12-31,
mtalr,medial temporal lobe atrophy bilateral,-1,,0.8622196912765503,2000000168,MTA Bilateral,Concept Class,Imaging,S,0,0,Concept Class,2000000168,2019-01-01,2099-12-31,
MTA_L,Medial temporal lobe atrophy links,-1,,0.8385202884674072,2000000170,MTA Left,Concept Class,Imaging,S,0,0,Concept Class,2000000170,2019-01-01,2099-12-31,
MTA_R,Medial temporal lobe atrophy rechts,-1,,0.8420331478118896,2000000171,MTA Right,Concept Class,Imaging,S,0,0,Concept Class,2000000171,2019-01-01,2099-12-31,
