sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,conceptId,comment
SDMT60L,60 sec reading,-1,,0.34320712089538574,APPROVED,0,This variable doesn't need to be uploaded
WLT3D,doubles,-1,,0.19961050152778625,APPROVED,0,This variable doesn't need to be uploaded
NPIUE,Exuberance Euphoria,-1,,0.2106500118970871,APPROVED,0,This variable doesn't need to be uploaded
FEB,Frequency x severity movement agitation,-1,,0.26803383231163025,APPROVED,0,This variable doesn't need to be uploaded
TMTAF,TMTA mistakes,-1,,0.27179744839668274,APPROVED,0,This variable doesn't need to be uploaded
TOBACO2_TXT,Open text ,-1,,0.22410883009433746,APPROVED,0,This variable doesn't need to be uploaded
SDMT60LF,60 sec reading mistakes,-1,,0.31393441557884216,APPROVED,0,This variable doesn't need to be uploaded
NPIBb,Tax for the social worker,-1,,0.21435268223285675,APPROVED,0,This variable doesn't need to be uploaded
WLT4,Number correct,-1,,0.4034518897533417,APPROVED,0,This variable doesn't need to be uploaded
NPIDSf,Frequency depression gloominess,-1,,0.45449957251548767,APPROVED,0,This variable doesn't need to be uploaded
QCOMPLETED1,Questionnaire administered (CDR)?,-1,,0.23788964748382568,APPROVED,0,This variable doesn't need to be uploaded
NPISO,Sleep Unrest at night,-1,,0.3270758390426636,APPROVED,0,This variable doesn't need to be uploaded
TMTBF,TMTB mistakes,-1,,0.23419593274593353,APPROVED,0,This variable doesn't need to be uploaded
SDMT30S,30 sec writing,-1,,0.17705658078193665,APPROVED,0,This variable doesn't need to be uploaded
NPIDSe,Severity depression depression,-1,,0.6429920792579651,APPROVED,0,This variable doesn't need to be uploaded
WLT4F,Mistakes,-1,,0.20755517482757568,APPROVED,0,This variable doesn't need to be uploaded
FED,Frequency x Ernst depression,-1,,0.4814448058605194,APPROVED,0,This variable doesn't need to be uploaded
SDMT30SF,30 sec writing mistakes,-1,,0.17178595066070557,APPROVED,0,This variable doesn't need to be uploaded
SDMT60S,60 sec writing,-1,,0.1855088770389557,APPROVED,0,This variable doesn't need to be uploaded
NPIDSb,Tax for the social worker,-1,,0.21435268223285675,APPROVED,0,This variable doesn't need to be uploaded
TMTCF,TMTC mistakes,-1,,0.2407250851392746,APPROVED,0,This variable doesn't need to be uploaded
WLT4D,doubles,-1,,0.19961050152778625,APPROVED,0,This variable doesn't need to be uploaded
SDMT60SF,60 sec writing mistakes,-1,,0.17076432704925537,APPROVED,0,This variable doesn't need to be uploaded
NPIA,Fear,-1,,0.18902887403964996,APPROVED,0,This variable doesn't need to be uploaded
WLT5,Number correct,-1,,0.4034518897533417,APPROVED,0,This variable doesn't need to be uploaded
NPIAOf,Frequency apathy indifference,-1,,0.2538910210132599,APPROVED,0,This variable doesn't need to be uploaded
CSF_Klin_Lab,,-1,,0.0,APPROVED,0,This variable doesn't need to be uploaded
CYFRKSAW,Figure series backwards,-1,,0.5156229734420776,APPROVED,0,This variable doesn't need to be uploaded
QCOMPLETED5,DAD Questionnaire administered?,-1,,0.32948216795921326,APPROVED,0,This variable doesn't need to be uploaded
NPISOb,Tax for the social worker,-1,,0.21435268223285675,APPROVED,0,This variable doesn't need to be uploaded
NPIAOe,Severity apathy indifference,-1,,0.3459314703941345,APPROVED,0,This variable doesn't need to be uploaded
SCL90_SOM,Questionnaire SCL90 ,-1,,0.3474022448062897,APPROVED,0,This variable doesn't need to be uploaded
DIGSPAN_SORT,Digit span sorting,-1,,0.7340525388717651,APPROVED,0,This variable doesn't need to be uploaded
CSF_Klin_Methode,,-1,,0.0,APPROVED,0,This variable doesn't need to be uploaded
CYFRKS_SORT,Number series sorting,-1,,0.32535621523857117,APPROVED,0,This variable doesn't need to be uploaded
NPIOf,Frequency inhibition,-1,,0.419333815574646,APPROVED,0,This variable doesn't need to be uploaded
FEAO,Frequency x Severity apathy indifference,-1,,0.3000216484069824,APPROVED,0,This variable doesn't need to be uploaded
CYFRKS_WAISVERS,Number series version,-1,,0.32887375354766846,APPROVED,0,This variable doesn't need to be uploaded
MRI,Is there and MRI? ,-1,,0.27967891097068787,APPROVED,0,This variable doesn't need to be uploaded
SCL90_IN,Questionnaire SCL90 ,-1,,0.3474022448062897,APPROVED,0,This variable doesn't need to be uploaded
NPIAOb,Tax for the social worker,-1,,0.21435268223285675,APPROVED,0,This variable doesn't need to be uploaded
NPIOe,Serious inhibition,-1,,0.38992032408714294,APPROVED,0,This variable doesn't need to be uploaded
STR2F,Stroop 2 mistakes,-1,,0.4623418152332306,APPROVED,0,This variable doesn't need to be uploaded
NPIO,Inhibition,-1,,0.5148364901542664,APPROVED,0,This variable doesn't need to be uploaded
WLTN,WLT number of words,-1,,0.4112938642501831,APPROVED,0,This variable doesn't need to be uploaded
SCL90_SEN,Questionnaire SCL90 ,-1,,0.3474022448062897,APPROVED,0,This variable doesn't need to be uploaded
STR2C,Stroop 2 corr.,-1,,0.45543158054351807,APPROVED,0,This variable doesn't need to be uploaded
NPIEE,Appetite Eating disorders,-1,,0.3646126389503479,APPROVED,0,This variable doesn't need to be uploaded
NPIUEf,Euphoria frequency exuberance,-1,,0.17492908239364624,APPROVED,0,This variable doesn't need to be uploaded
FEO,Frequency x Serious inhibition,-1,,0.31614935398101807,APPROVED,0,This variable doesn't need to be uploaded
CSFQ,Has CSF been drawn? ,-1,,0.21341288089752197,APPROVED,0,This variable doesn't need to be uploaded
WLTMOD,WLT modus,-1,,0.2736413776874542,APPROVED,0,This variable doesn't need to be uploaded
SCL90_HOS,Questionnaire SCL90 ,-1,,0.3474022448062897,APPROVED,0,This variable doesn't need to be uploaded
NPIEEf,Frequency appetite eating disorders,-1,,0.3148505389690399,APPROVED,0,This variable doesn't need to be uploaded
NPIUEe,Severity euphoria,-1,,0.3594615161418915,APPROVED,0,This variable doesn't need to be uploaded
CSFN,Reason no CSF,-1,,0.29190123081207275,APPROVED,0,This variable doesn't need to be uploaded
SCL90_SLA,Questionnaire SCL90 ,-1,,0.3474022448062897,APPROVED,0,This variable doesn't need to be uploaded
NPIOb,Tax for the social worker,-1,,0.21435268223285675,APPROVED,0,This variable doesn't need to be uploaded
NPIEEe,Severity appetite eating disorders,-1,,0.37120434641838074,APPROVED,0,This variable doesn't need to be uploaded
FEUE,Frequency x Severity,-1,,0.398108571767807,APPROVED,0,This variable doesn't need to be uploaded
WLTVERS,WLT version,-1,,0.14778025448322296,APPROVED,0,This variable doesn't need to be uploaded
NPIPL,Irritability Lability,-1,,0.2471020668745041,APPROVED,0,This variable doesn't need to be uploaded
SDMT90L,90 sec reading,-1,,0.3532766103744507,APPROVED,0,This variable doesn't need to be uploaded
NPIUEb,Tax for the social worker,-1,,0.21435268223285675,APPROVED,0,This variable doesn't need to be uploaded
STR3F,Stroop 3 mistakes,-1,,0.4409288465976715,APPROVED,0,This variable doesn't need to be uploaded
FEEE,Frequency x Severity appetite eating disorder,-1,,0.32602328062057495,APPROVED,0,This variable doesn't need to be uploaded
NPIAO,Apathy Indifference,-1,,0.29065123200416565,APPROVED,0,This variable doesn't need to be uploaded
SDMT90LF,90 sec reading mistakes,-1,,0.319764107465744,APPROVED,0,This variable doesn't need to be uploaded
NPIPLf,Frequency irritability Lability,-1,,0.20402128994464874,APPROVED,0,This variable doesn't need to be uploaded
WLT1,Number correct,-1,,0.4034518897533417,APPROVED,0,This variable doesn't need to be uploaded
NPIEEb,Tax for the social worker,-1,,0.21435268223285675,APPROVED,0,This variable doesn't need to be uploaded
SCL90_ANG,Questionnaire SCL90 ,-1,,0.3474022448062897,APPROVED,0,This variable doesn't need to be uploaded
NPIPLe,Severity irritability Lability,-1,,0.3150360584259033,APPROVED,0,This variable doesn't need to be uploaded
STR3C,Stroop 3 corr.,-1,,0.46146973967552185,APPROVED,0,This variable doesn't need to be uploaded
WLT1F,Mistakes,-1,,0.20755517482757568,APPROVED,0,This variable doesn't need to be uploaded
NPIHf,Frequency hallucinations,-1,,0.2526775896549225,APPROVED,0,This variable doesn't need to be uploaded
SCL90_AGO,Questionnaire SCL90 ,-1,,0.3474022448062897,APPROVED,0,This variable doesn't need to be uploaded
FEPL,Frequency x Severely irritable lability,-1,,0.28486260771751404,APPROVED,0,This variable doesn't need to be uploaded
NPIHe,Severity hallucinations,-1,,0.3181375563144684,APPROVED,0,This variable doesn't need to be uploaded
WLT1D,doubles,-1,,0.19961050152778625,APPROVED,0,This variable doesn't need to be uploaded
SCL90_DEP,Questionnaire SCL90 ,-1,,0.3474022448062897,APPROVED,0,This variable doesn't need to be uploaded
NPIPLb,Tax for the social worker,-1,,0.21435268223285675,APPROVED,0,This variable doesn't need to be uploaded
FEH,Frequency x severity of hallucinations,-1,,0.2561988830566406,APPROVED,0,This variable doesn't need to be uploaded
RBMT_OR_TOT,RBMT orientation total,-1,,0.5258178114891052,APPROVED,0,This variable doesn't need to be uploaded
RBMT_OR_MAX,RBMT orientation max,-1,,0.4980691373348236,APPROVED,0,This variable doesn't need to be uploaded
BLDPRYN,Bloodpressure measured?,-1,,0.4847602844238281,APPROVED,0,This variable doesn't need to be uploaded
VRHGOPL,Verhage education level,-1,,0.510364294052124,APPROVED,0,This variable doesn't need to be uploaded
MEANDER,visuoconstruction meander,-1,,0.7780930995941162,APPROVED,0,This variable doesn't need to be uploaded
RBMT_OR_DAT,RBMT orientation date,-1,,0.5177065134048462,APPROVED,0,This variable doesn't need to be uploaded
GITIQ,GIT IQ,-1,,0.2389773279428482,APPROVED,0,This variable doesn't need to be uploaded
KUBUS_9,visuoconstruction 9-legged cube,-1,,0.5818415880203247,APPROVED,0,This variable doesn't need to be uploaded
NVM_PSY,,-1,,0.0,APPROVED,0,This variable doesn't need to be uploaded
NPIAA,Agitation Aggression,-1,,0.3070194721221924,APPROVED,0,This variable doesn't need to be uploaded
GITVERS,GIT version,-1,,0.20940378308296204,APPROVED,0,This variable doesn't need to be uploaded
HONINGRAAT,visuoconstruction honeycomb,-1,,0.6615081429481506,APPROVED,0,This variable doesn't need to be uploaded
NVM_EX,,-1,,0.0,APPROVED,0,This variable doesn't need to be uploaded
NPIAAf,Frequency agitation aggression,-1,,0.2599986493587494,APPROVED,0,This variable doesn't need to be uploaded
RBMT_VERS,RBMT version,-1,,0.13947860896587372,APPROVED,0,This variable doesn't need to be uploaded
KUBUS_12,visuoconstruction 12-legged cube,-1,,0.5712999105453491,APPROVED,0,This variable doesn't need to be uploaded
WLIJST,GIT wordlist raw,-1,,0.602449357509613,APPROVED,0,This variable doesn't need to be uploaded
NPIAAe,Severity agitation aggression,-1,,0.3292751908302307,APPROVED,0,This variable doesn't need to be uploaded
RIND,RIND,-1,,0.24434952437877655,APPROVED,0,This variable doesn't need to be uploaded
LEGK,GIT legkaart ruwe score,-1,,0.1509990096092224,APPROVED,0,This variable doesn't need to be uploaded
PIN,Subject ID,-1,,0.5136685371398926,APPROVED,0,This variable doesn't need to be uploaded
VAAR,GIT vaaropdrachten ruwe score,-1,,0.2462492287158966,APPROVED,0,This variable doesn't need to be uploaded
FEAA,Frequency x Severity agitation aggression,-1,,0.2719624638557434,APPROVED,0,This variable doesn't need to be uploaded
CIJF,GIT cijferen ruwe score,-1,,0.16946077346801758,APPROVED,0,This variable doesn't need to be uploaded
NOB_VOLGNR,Meet moment,-1,,0.22838976979255676,APPROVED,0,This variable doesn't need to be uploaded
NPIAAb,Tax for the social worker,-1,,0.21435268223285675,APPROVED,0,This variable doesn't need to be uploaded
SORT,GIT sorteren ruwe score,-1,,0.255193829536438,APPROVED,0,This variable doesn't need to be uploaded
MMSEMAX,MMSEMAX (maximaal aantal punten haalbaar),-1,,0.17347995936870575,APPROVED,0,This variable doesn't need to be uploaded
DRAAI,GIT draai ruwe score,-1,,0.1709776520729065,APPROVED,0,This variable doesn't need to be uploaded
LDST_SDMT,LDST or SDMT performed,-1,,0.2612239420413971,APPROVED,0,This variable doesn't need to be uploaded
NPIDS,Depression Gloom,-1,,0.6051468849182129,APPROVED,0,This variable doesn't need to be uploaded
FIG,GIT figuurontdekken ruwe score,-1,,0.21818026900291443,APPROVED,0,This variable doesn't need to be uploaded
FLUBERF,Fluency professions mistakes,-1,,0.3981647193431854,APPROVED,0,This variable doesn't need to be uploaded
MATR,GIT matrijzen ruwe score,-1,,0.2506274878978729,APPROVED,0,This variable doesn't need to be uploaded
WLT5F,Mistakes,-1,,0.20755517482757568,APPROVED,0,This variable doesn't need to be uploaded
FLUDIERF,Fluency animals mistakes,-1,,0.6415237188339233,APPROVED,0,This variable doesn't need to be uploaded
FLUBERD,Fluency professins doubles,-1,,0.37862640619277954,APPROVED,0,This variable doesn't need to be uploaded
Gebdag,day of birth,-1,,0.35275253653526306,APPROVED,0,This variable doesn't need to be uploaded
WMOD1,GIT fluency1 categorie,-1,,0.6346571445465088,APPROVED,0,This variable doesn't need to be uploaded
WLT5D,doubles,-1,,0.19961050152778625,APPROVED,0,This variable doesn't need to be uploaded
Gebmnd,month of birth,-1,,0.43901917338371277,APPROVED,0,This variable doesn't need to be uploaded
WLTDRF,Delayed recall mistakes,-1,,0.393686980009079,APPROVED,0,This variable doesn't need to be uploaded
WTOT1,GIT fluency1 totaal aantal,-1,,0.39633822441101074,APPROVED,0,This variable doesn't need to be uploaded
FLUDIERD,fluency animals doubles,-1,,0.5657268762588501,APPROVED,0,This variable doesn't need to be uploaded
QCOMPLETED4,Questionnaire administered? (NPI),-1,,0.22154457867145538,APPROVED,0,This variable doesn't need to be uploaded
WLTDRD,Delayed recall doubles,-1,,0.3654419779777527,APPROVED,0,This variable doesn't need to be uploaded
FLUBER,Fluency professions,-1,,0.48595577478408813,APPROVED,0,This variable doesn't need to be uploaded
NPIW,Delusions,-1,,0.3158052861690521,APPROVED,0,This variable doesn't need to be uploaded
WLTGPOS,Recognition gpos,-1,,0.4660792648792267,APPROVED,0,This variable doesn't need to be uploaded
WLTTOTF,Total mistakes,-1,,0.27195143699645996,APPROVED,0,This variable doesn't need to be uploaded
UCL_ACT,Questionnaire UCL,-1,,0.37767294049263,APPROVED,0,This variable doesn't need to be uploaded
WMOD2,GIT fluency2 categorie,-1,,0.6373487710952759,APPROVED,0,This variable doesn't need to be uploaded
QCOMPLETED3,MMSE Questionnaire administered?,-1,,0.3221798241138458,APPROVED,0,This variable doesn't need to be uploaded
NPIWf,Frequency delusions,-1,,0.3115542232990265,APPROVED,0,This variable doesn't need to be uploaded
WLTFPOS,Recognition fpos,-1,,0.47739335894584656,APPROVED,0,This variable doesn't need to be uploaded
WTOT2,GIT fluency2 totaal aantal,-1,,0.3938354551792145,APPROVED,0,This variable doesn't need to be uploaded
WLTTOTD,Total double,-1,,0.24454981088638306,APPROVED,0,This variable doesn't need to be uploaded
UCL_PAL,Questionnaire UCL,-1,,0.37767294049263,APPROVED,0,This variable doesn't need to be uploaded
NPV_RG,NPV,-1,,0.15917067229747772,APPROVED,0,This variable doesn't need to be uploaded
SCL90_OVER,Questionnaire SCL90 ,-1,,0.3474022448062897,APPROVED,0,This variable doesn't need to be uploaded
NPIWe,Seriousness delusions,-1,,0.21680745482444763,APPROVED,0,This variable doesn't need to be uploaded
VAT2,,-1,,0.0,APPROVED,0,This variable doesn't need to be uploaded
NPV_VE,NPV,-1,,0.15917067229747772,APPROVED,0,This variable doesn't need to be uploaded
UCL_VER,Questionnaire UCL,-1,,0.37767294049263,APPROVED,0,This variable doesn't need to be uploaded
UCL_EXP,Questionnaire UCL,-1,,0.37767294049263,APPROVED,0,This variable doesn't need to be uploaded
SCL90_PSN,Questionnaire SCL90 ,-1,,0.3474022448062897,APPROVED,0,This variable doesn't need to be uploaded
FEW,Frequency x Ernst delusions,-1,,0.23417137563228607,APPROVED,0,This variable doesn't need to be uploaded
NPV_ZE,NPV,-1,,0.15917067229747772,APPROVED,0,This variable doesn't need to be uploaded
UCL_GER,Questionnaire UCL,-1,,0.37767294049263,APPROVED,0,This variable doesn't need to be uploaded
UCL_SOC,Questionnaire UCL,-1,,0.37767294049263,APPROVED,0,This variable doesn't need to be uploaded
NPV_VERS,version NPV,-1,,0.19302305579185486,APPROVED,0,This variable doesn't need to be uploaded
NPV_DO,NPV,-1,,0.15917067229747772,APPROVED,0,This variable doesn't need to be uploaded
NVM_NEG,,-1,,0.0,APPROVED,0,This variable doesn't need to be uploaded
NPIWb,Tax for the social worker,-1,,0.21435268223285675,APPROVED,0,This variable doesn't need to be uploaded
NPV_IN,NPV,-1,,0.15917067229747772,APPROVED,0,This variable doesn't need to be uploaded
UCL_PAS,Questionnaire UCL,-1,,0.37767294049263,APPROVED,0,This variable doesn't need to be uploaded
NPV_ZW,NPV,-1,,0.15917067229747772,APPROVED,0,This variable doesn't need to be uploaded
NVM_SOM,,-1,,0.0,APPROVED,0,This variable doesn't need to be uploaded
NPIH,Hallucinations,-1,,0.15334878861904144,APPROVED,0,This variable doesn't need to be uploaded
NPV_SI,NPV,-1,,0.15917067229747772,APPROVED,0,This variable doesn't need to be uploaded
NVM_VERL,,-1,,0.0,APPROVED,0,This variable doesn't need to be uploaded
STROOP_VERS,Stroop version,-1,,0.5229401588439941,APPROVED,2000000618,This variable doesn't need to be uploaded. Only upload Stroop scores when Stroop version = 10
VOSP_DOTC,Dot counting,-1,,0.5068719387054443,APPROVED,2000000744,Variable has been added to webprotege 
GCA,global cortical atrophy,-1,,0.5328596234321594,APPROVED,2000000750,Variable has been added to webprotege: MRI>MRI Measures
FLUDIER,Fluency animals (number),-1,,0.495524138212204,APPROVED,2000000009,
APOE_genotype,APOE ,-1,,0.590316116809845,APPROVED,2000000013,
WLTDR,Delayed recall total,-1,,0.5067211389541626,APPROVED,2000000015,
WLTTOT,Total correct,-1,,0.475190132856369,APPROVED,2000000017,
CDR06,Community affairs,-1,,0.9165294170379639,APPROVED,2000000037,
CDR04,Home and Hobbies,-1,,0.9093907475471497,APPROVED,2000000038,
CDR03,Judgement and problem solving,-1,,0.9057110548019409,APPROVED,2000000039,
CDR01,Memory,-1,,1.0,APPROVED,2000000040,
CDR02,Orientation,-1,,0.7327530980110168,APPROVED,2000000041,
CDR05,Personal Care,-1,,0.8329384326934814,APPROVED,2000000042,
CDRTOT,CDR totaal score,-1,,0.6962801218032837,APPROVED,2000000044,
CSF_Klin_AmyloidBeta42_1,CSF amyloid,-1,,0.6055698990821838,APPROVED,2000000070,
CSF_Klin_Phospor_TAU,CSF p-tau,-1,,0.3271140158176422,APPROVED,2000000073,
CSF_Klin_Total_TAU,CSF t-tau,-1,,0.3479357659816742,APPROVED,2000000075,
DIGSPANAW,Digit span backwards,-1,,0.9572976231575012,APPROVED,2000000082,
DIGSPANVW,Digit span forward,-1,,1.0,APPROVED,2000000084,
CYFRKSVW,Number series forward,-1,,0.43055132031440735,APPROVED,2000000084,
CYFRKSTOT,Number series total score,-1,,0.41642528772354126,APPROVED,2000000086,
HDRSTOT,HDRS totoaalscore,-1,,0.2257409542798996,APPROVED,2000000121,
IADL_QTOT,IADL totaalscore,-1,,0.5092611312866211,APPROVED,2000000138,
MMSETOT,MMSE totalscore (0-30),-1,,0.49260982871055603,APPROVED,2000000166,
mtalr,medial temporal lobe atrophy bilateral,-1,,0.8622196912765503,APPROVED,2000000168,
MTA_L,Medial temporal lobe atrophy links,-1,,0.8385202884674072,APPROVED,2000000170,
MTA_R,Medial temporal lobe atrophy rechts,-1,,0.8420331478118896,APPROVED,2000000171,
NPI_TOT,NPI Totalscore,-1,,0.8414620757102966,APPROVED,2000000173,
VERHAAL_UITG,Story recall delayed,-1,,0.7555559277534485,APPROVED,2000000206,
VERHAAL_ONM,Story recall immediate,-1,,0.733974814414978,APPROVED,2000000208,
TMTA,TMTA (sec),-1,,0.2665853202342987,APPROVED,2000000210,
TMTB,TMTB (sec),-1,,0.2355530709028244,APPROVED,2000000212,
ad,if DIAG=3 then this variable show whether it is Alzheimer disease (ad),-1,,0.31830212473869324,APPROVED,2000000255,
STR1,Stroop 1 (sec),-1,,0.44544732570648193,APPROVED,2000000276,
STR2,Stroop 2 (sec),-1,,0.4483553171157837,APPROVED,2000000278,
STR3,Stroop 3 (sec),-1,,0.43835416436195374,APPROVED,2000000280,
ALCOH,Does patient drink alcohol?,-1,,0.45596566796302795,APPROVED,2000000323,
ANGP,Angina pectoris,-1,,1.0,APPROVED,2000000326,
CEREBB,Bleedin,-1,,0.961815595626831,APPROVED,2000000337,
COPD,COPD,-1,,1.0,APPROVED,2000000343,
CAROT,Carotis stenose,-1,,0.6642870306968689,APPROVED,2000000357,
CORB,Coronaire bypass operation?,-1,,0.4874241352081299,APPROVED,2000000360,
DIABML,Diabetes mellitus,-1,,1.0,APPROVED,2000000363,
DOTT,Dotter/stent,-1,,0.7455351948738098,APPROVED,2000000367,
HYPERT,Hypertension,-1,,1.0,APPROVED,2000000383,
HYPETF,Hyperthyreoidie,-1,,0.5052732825279236,APPROVED,2000000384,
HYPOTF,Hypothyreoidie,-1,,0.5148615837097168,APPROVED,2000000385,
LENGTE,Length (cm),-1,,0.8540087938308716,APPROVED,2000000388,
CEREBI,Infarct,-1,,0.616664707660675,APPROVED,2000000390,
MYOC,Myocard infarct,-1,,0.8215187191963196,APPROVED,2000000390,
ENDDO,Other,-1,,0.514582097530365,APPROVED,2000000405,
ENDD4,Endocriene diagnose,-1,,0.5924160480499268,APPROVED,2000000405,
SDMT90SF,90 sec writing mistakes,-1,,0.1739104986190796,APPROVED,2000000424,
SDMT90S,90 sec writing,-1,,0.14023639261722565,APPROVED,2000000424,
SDMT90S,90 sec writing,-1,,0.14023639261722565,APPROVED,2000000424,
KIDNEY,Kidneydisorders,-1,,0.6094733476638794,APPROVED,2000000432,
LIVER,Liver disorders,-1,,0.7650783658027649,APPROVED,2000000433,
TOBACO,Smoking,-1,,1.0,APPROVED,2000000435,
