sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,targetConceptId,targetConceptName,targetVocabularyId,targetDomainId,targetStandardConcept,targetChildCount,targetParentCount,targetConceptClassId,targetConceptCode,targetValidStartDate,targetValidEndDate,targetInvalidReason
CSFday,Day of CSF assessment,-1,,0.5044654011726379,2000000482,Date CSF Collection,Concept Class,Laboratory Test Results,S,0,0,Concept Class,2000000482,2019-01-01,2099-12-31,
PSYD4,Psychiatrische diagnose,-1,,0.5093908905982971,2000000642,Psychiatric Disorders,Concept Class,Clinical Information,S,0,0,Concept Class,2000000410,2019-01-01,2099-12-31,
CSFmon,Month of CSF assessment,-1,,0.45943981409072876,2000000482,Date CSF Collection,Concept Class,Laboratory Test Results,S,0,0,Concept Class,2000000482,2019-01-01,2099-12-31,
SOMYN,Somatic disorders,-1,,1.0,2000000643,Somatic Disorders,Concept Class,Clinical Information,S,0,0,Concept Class,2000000412,2019-01-01,2099-12-31,
CSFyr,Year of CSF assessment,-1,,0.47489795088768005,2000000482,Date CSF Collection,Concept Class,Laboratory Test Results,S,0,0,Concept Class,2000000482,2019-01-01,2099-12-31,
COPD,COPD,-1,,1.0,2000000343,COPD,Concept Class,Clinical Information,S,0,0,Concept Class,2000000343,2019-01-01,2099-12-31,
DIAG,diagnose,-1,,0.930472731590271,2000000551,Diagnosis,Concept Class,Clinical Information,S,0,0,Concept Class,2000000551,2019-01-01,2099-12-31,
CAROT,Carotis stenose,-1,,0.6642870306968689,2000000357,Carotid Stenosis,Concept Class,Clinical Information,S,0,0,Concept Class,2000000357,2019-01-01,2099-12-31,
testjr,year of testing,-1,,0.3965849280357361,2000000626,Year of Baseline Visit,Concept Class,Clinical Information,S,0,0,Concept Class,2000000626,2019-01-01,2099-12-31,
testjr,year of testing,-1,,0.3965849280357361,2000000488,Age,Concept Class,Demographics,S,0,0,Concept Class,2000000488,2019-01-01,2099-12-31,
testjr,year of testing,-1,,0.3965849280357361,2000000540,Date Diagnosis,Concept Class,Clinical Information,S,0,0,Concept Class,2000000540,2019-01-01,2099-12-31,
ad,if DIAG=3 then this variable show whether it is Alzheimer disease (ad),-1,,0.31830212473869324,2000000255,AD,Concept Class,_Concepts,S,0,0,Concept Class,2000000255,2019-01-01,2099-12-31,
lft,age at testing,-1,,0.4452151656150818,2000000488,Age,Concept Class,Demographics,S,0,0,Concept Class,2000000488,2019-01-01,2099-12-31,
VERHAAL_VERS,Story recall test version,-1,,0.7910008430480957,2000000617,Story Recall Test,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000617,2019-01-01,2099-12-31,
GEWICHT,weight (kg),-1,,1.0,2000000462,Weight (kg),Concept Class,Clinical Information,S,0,0,Concept Class,2000000462,2019-01-01,2099-12-31,
CBSOPL,Education in categories,-1,,0.8327969312667847,2000000094,Education Category,Concept Class,Subject Characteristics,S,0,0,Concept Class,2000000094,2019-01-01,2099-12-31,
VERHAAL_ONM,Story recall immediate,-1,,0.733974814414978,2000000208,Story Immediate,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000208,2019-01-01,2099-12-31,
CEREDIAGYN,Cerebrovasculair disorders?,-1,,0.8579764366149902,2000000639,Cerebrovascular Disorders,Concept Class,Clinical Information,S,0,0,Concept Class,2000000403,2019-01-01,2099-12-31,
VERHAAL_UITG,Story recall delayed,-1,,0.7555559277534485,2000000206,Story Delayed,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000206,2019-01-01,2099-12-31,
VSNSBP,Systolische bloodpressure (mmHg),-1,,0.3725906312465668,2000000608,SBP (mmHg),Concept Class,Clinical Information,S,0,0,Concept Class,2000000608,2019-01-01,2099-12-31,
TIA,TIA,-1,,1.0,2000000441,TIA,Concept Class,Clinical Information,S,0,0,Concept Class,2000000441,2019-01-01,2099-12-31,
MTA_L,Medial temporal lobe atrophy links,-1,,0.8385202884674072,2000000170,MTA Left,Concept Class,Imaging,S,0,0,Concept Class,2000000170,2019-01-01,2099-12-31,
VSNDBP,Diastolic blood pressure (mmHg),-1,,0.4003828763961792,2000000544,DBP (mmHg),Concept Class,Clinical Information,S,0,0,Concept Class,2000000544,2019-01-01,2099-12-31,
MTA_R,Medial temporal lobe atrophy rechts,-1,,0.8420331478118896,2000000171,MTA Right,Concept Class,Imaging,S,0,0,Concept Class,2000000171,2019-01-01,2099-12-31,
mtalr,medial temporal lobe atrophy bilateral,-1,,0.8622196912765503,2000000168,MTA Bilateral,Concept Class,Imaging,S,0,0,Concept Class,2000000168,2019-01-01,2099-12-31,
HYPERT,Hypertension,-1,,1.0,2000000383,Hypertension,Concept Class,Clinical Information,S,0,0,Concept Class,2000000383,2019-01-01,2099-12-31,
CEREBB,Bleedin,-1,,0.961815595626831,2000000337,Bleeding,Concept Class,Clinical Information,S,0,0,Concept Class,2000000337,2019-01-01,2099-12-31,
TMTVERS,version Trail Making Test,-1,,0.8639361262321472,2000000625,Trail Making Test,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000625,2019-01-01,2099-12-31,
ANGP,Angina pectoris,-1,,1.0,2000000326,Angina Pectoris,Concept Class,Clinical Information,S,0,0,Concept Class,2000000326,2019-01-01,2099-12-31,
TMTA,TMTA (sec),-1,,0.2665853202342987,2000000210,TMT-A,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000210,2019-01-01,2099-12-31,
MYOC,Myocard infarct,-1,,0.8215187191963196,2000000390,Myocardial Infarction,Concept Class,Clinical Information,S,0,0,Concept Class,2000000390,2019-01-01,2099-12-31,
APOE_genotype,APOE ,-1,,0.590316116809845,2000000013,ApoE Genotype,Concept Class,Pharmacogenetics Findings,S,0,0,Concept Class,2000000013,2019-01-01,2099-12-31,
CSF_Klin_Total_TAU,CSF t-tau,-1,,0.3479357659816742,2000000075,Total Tau (pg/mL),Concept Class,Laboratory Test Results,S,0,0,Concept Class,2000000075,2019-01-01,2099-12-31,
CSF_Klin_AmyloidBeta42_1,CSF amyloid,-1,,0.6055698990821838,2000000070,Amyloid Beta 1-42 (pg/mL),Concept Class,Laboratory Test Results,S,0,0,Concept Class,2000000070,2019-01-01,2099-12-31,
WLTDR,Delayed recall total,-1,,0.5067211389541626,2000000015,AVLT Delayed,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000015,2019-01-01,2099-12-31,
CDR05,Personal Care,-1,,0.8329384326934814,2000000042,CDR Personal Care,Concept Class,Rating Scales,S,0,0,Concept Class,2000000042,2019-01-01,2099-12-31,
CSF_Klin_Phospor_TAU,CSF p-tau,-1,,0.3271140158176422,2000000073,Phosphorylated Tau (pg/mL),Concept Class,Laboratory Test Results,S,0,0,Concept Class,2000000073,2019-01-01,2099-12-31,
WLTTOT,Total correct,-1,,0.475190132856369,2000000017,AVLT Immediate,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000017,2019-01-01,2099-12-31,
CDR06,Community affairs,-1,,0.9165294170379639,2000000037,CDR Community Affairs,Concept Class,Rating Scales,S,0,0,Concept Class,2000000037,2019-01-01,2099-12-31,
edu_years,education in years,-1,,0.4043813943862915,2000000554,Education Level (yr),Concept Class,Subject Characteristics,S,0,0,Concept Class,2000000554,2019-01-01,2099-12-31,
Gebjr,year of birth,-1,,0.5383967161178589,2000000503,Birth Year,Concept Class,Demographics,S,0,0,Concept Class,2000000503,2019-01-01,2099-12-31,
WGOED1,GIT fluency1 correct,-1,,0.46021416783332825,2000000009,Animals Fluency 1 min,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000009,2019-01-01,2099-12-31,
CDRTOT,CDR totaal score,-1,,0.6962801218032837,2000000044,CDR Total,Concept Class,Rating Scales,S,0,0,Concept Class,2000000044,2019-01-01,2099-12-31,
Sex,sex,-1,,1.0,2000000609,Sex,Concept Class,Demographics,S,0,0,Concept Class,2000000609,2019-01-01,2099-12-31,
VATvorm,VAT: Short / long,-1,,0.254441499710083,2000000215,VAT-12,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000215,2019-01-01,2099-12-31,
VATvorm,VAT: Short / long,-1,,0.254441499710083,2000000216,VAT-24,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000216,2019-01-01,2099-12-31,
MMSETOT,MMSE totalscore (0-30),-1,,0.49260982871055603,2000000166,MMSE Total Score,Concept Class,Cognitive Screening Tests,S,0,0,Concept Class,2000000166,2019-01-01,2099-12-31,
WGOED2,GIT fluency2 correct,-1,,0.46256840229034424,2000000009,Animals Fluency 1 min,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000009,2019-01-01,2099-12-31,
VATtot,VAT totalscore,-1,,0.4264907240867615,2000000215,VAT-12,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000215,2019-01-01,2099-12-31,
VATtot,VAT totalscore,-1,,0.4264907240867615,2000000216,VAT-24,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000216,2019-01-01,2099-12-31,
