sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,conceptId,comment
WLT3,Number correct,-1,,0.4034518897533417,APPROVED,2000000451,This variable doesn't need to be uploaded
NPIBe,Severity of movement disorder,-1,,0.40481123328208923,APPROVED,2000000433,This variable doesn't need to be uploaded
SDMT30LF,30 sec reading mistakes,-1,,0.3158271908760071,APPROVED,2000000590,This variable doesn't need to be uploaded
PSYCHDIAGYN,Psychiatric disorders?,-1,,0.9382681846618652,APPROVED,2000000642,
STR1C,Stroop 1 corr.,-1,,0.45597848296165466,APPROVED,2000000618,This variable doesn't need to be uploaded
NPIAb,Tax for the social worker,-1,,0.21435268223285675,APPROVED,2000000628,This variable doesn't need to be uploaded
TOBACOTYPNLFL,Smoke type missing,-1,,0.368108332157135,APPROVED,2000000435,This variable doesn't need to be uploaded
WLT3F,Mistakes,-1,,0.20755517482757568,APPROVED,2000000426,This variable doesn't need to be uploaded
STR2,Stroop 2 (sec),-1,,0.4483553171157837,APPROVED,2000000278,
QCOMPLETED15,Questionnaire administered? (HDRS),-1,,0.2173125445842743,APPROVED,2000000562,This variable doesn't need to be uploaded
TOBACO2,Number of tobacco products per day,-1,,0.2052297741174698,APPROVED,2000000436,
SDMT60L,60 sec reading,-1,,0.34320712089538574,APPROVED,2000000590,This variable doesn't need to be uploaded
WLT3D,doubles,-1,,0.19961050152778625,APPROVED,2000000337,This variable doesn't need to be uploaded
NPIUE,Exuberance Euphoria,-1,,0.2106500118970871,APPROVED,0,This variable doesn't need to be uploaded
FEB,Frequency x severity movement agitation,-1,,0.26803383231163025,APPROVED,2000000682,This variable doesn't need to be uploaded
DEPDS,Depression,-1,,1.0,APPROVED,2000000470,
TMTAF,TMTA mistakes,-1,,0.27179744839668274,APPROVED,2000000210,This variable doesn't need to be uploaded
HDRSTOT,HDRS totoaalscore,-1,,0.2257409542798996,APPROVED,2000000121,
TOBACO2_TXT,Open text ,-1,,0.22410883009433746,APPROVED,2000000448,This variable doesn't need to be uploaded
PSYCHOS,Psychosis,-1,,0.43290039896965027,APPROVED,0,If yes then Other Psychiatric Disorder should be yes
TMTB,TMTB (sec),-1,,0.2355530709028244,APPROVED,2000000212,
SDMT60LF,60 sec reading mistakes,-1,,0.31393441557884216,APPROVED,2000000590,This variable doesn't need to be uploaded
NPIBb,Tax for the social worker,-1,,0.21435268223285675,APPROVED,2000000628,This variable doesn't need to be uploaded
WLT4,Number correct,-1,,0.4034518897533417,APPROVED,2000000451,This variable doesn't need to be uploaded
NPIDSf,Frequency depression gloominess,-1,,0.45449957251548767,APPROVED,2000000470,This variable doesn't need to be uploaded
QCOMPLETED1,Questionnaire administered (CDR)?,-1,,0.23788964748382568,APPROVED,2000000675,This variable doesn't need to be uploaded
NPISO,Sleep Unrest at night,-1,,0.3270758390426636,APPROVED,2000000434,This variable doesn't need to be uploaded
CEVD3,Cerebrovasculaire diagnose,-1,,0.6578267216682434,APPROVED,2000000639,If something is mentioned Other Cerebrovascular Disorders should be yes
ALCOH,Does patient drink alcohol?,-1,,0.45596566796302795,APPROVED,2000000323,
TMTBF,TMTB mistakes,-1,,0.23419593274593353,APPROVED,2000000210,This variable doesn't need to be uploaded
CDR01,Memory,-1,,1.0,APPROVED,2000000040,
SDMT30S,30 sec writing,-1,,0.17705658078193665,APPROVED,2000000029,This variable doesn't need to be uploaded
NPIDSe,Severity depression depression,-1,,0.6429920792579651,APPROVED,2000000470,This variable doesn't need to be uploaded
WLT4F,Mistakes,-1,,0.20755517482757568,APPROVED,2000000426,This variable doesn't need to be uploaded
ENDODIAGYN,Endocrine disorders?,-1,,0.9405816793441772,APPROVED,2000000640,
ALCOH2,Number of units (per week),-1,,0.2136678397655487,APPROVED,2000000324,JA: Needs clarification
CDR02,Orientation,-1,,0.7327530980110168,APPROVED,2000000041,
NPISOf,Frequency sleep unrest at night,-1,,0.2886708974838257,INVALID_TARGET,0,
TMTC,TMTC (sec),-1,,0.2404145896434784,APPROVED,2000000210,If TMTVERS = ABC then TMTC = TMT-B. TMTB doens't need to be uploaded 
FED,Frequency x Ernst depression,-1,,0.4814448058605194,APPROVED,2000000470,This variable doesn't need to be uploaded
SDMT30SF,30 sec writing mistakes,-1,,0.17178595066070557,APPROVED,2000000604,This variable doesn't need to be uploaded
ALCOH2_TXT,open text ,-1,,0.22410883009433746,APPROVED,2000000448,Combine with ALCOH2 into Alcohol_Amount
SDMT60S,60 sec writing,-1,,0.1855088770389557,APPROVED,2000000031,This variable doesn't need to be uploaded
NPIDSb,Tax for the social worker,-1,,0.21435268223285675,APPROVED,2000000628,This variable doesn't need to be uploaded
TMTCF,TMTC mistakes,-1,,0.2407250851392746,APPROVED,2000000210,This variable doesn't need to be uploaded
NPISOe,Ernst sleep restlessness at night,-1,,0.3571026921272278,INVALID_TARGET,0,
CDR03,Judgement and problem solving,-1,,0.9057110548019409,APPROVED,2000000039,
DIABML,Diabetes mellitus,-1,,1.0,APPROVED,2000000363,
WLT4D,doubles,-1,,0.19961050152778625,APPROVED,2000000337,This variable doesn't need to be uploaded
LENGTE,Length (cm),-1,,0.8540087938308716,APPROVED,2000000388,
SDMT60SF,60 sec writing mistakes,-1,,0.17076432704925537,APPROVED,2000000604,This variable doesn't need to be uploaded
NPIA,Fear,-1,,0.18902887403964996,APPROVED,2000000503,This variable doesn't need to be uploaded
DIGSPANVW,Digit span forward,-1,,1.0,APPROVED,2000000084,
WLT5,Number correct,-1,,0.4034518897533417,APPROVED,2000000451,This variable doesn't need to be uploaded
CDR04,Home and Hobbies,-1,,0.9093907475471497,APPROVED,2000000038,
HYPOTF,Hypothyreoidie,-1,,0.5148615837097168,APPROVED,2000000385,
NPI_TOT,NPI Totalscore,-1,,0.8414620757102966,APPROVED,2000000173,
FESO,Frequency x severity sleep restlessness,-1,,0.3689289391040802,INVALID_TARGET,0,
SDMT90S,90 sec writing,-1,,0.14023639261722565,APPROVED,2000000424,
SDMT90S,90 sec writing,-1,,0.14023639261722565,APPROVED,2000000424,
NPIAOf,Frequency apathy indifference,-1,,0.2538910210132599,APPROVED,2000000439,This variable doesn't need to be uploaded
CSF_Klin_Lab,,-1,,0.0,APPROVED,0,This variable doesn't need to be uploaded
DIGSPANAW,Digit span backwards,-1,,0.9572976231575012,APPROVED,2000000082,
CYFRKSAW,Figure series backwards,-1,,0.5156229734420776,APPROVED,2000000082,This variable doesn't need to be uploaded
QCOMPLETED5,DAD Questionnaire administered?,-1,,0.32948216795921326,APPROVED,2000000562,This variable doesn't need to be uploaded
HYPETF,Hyperthyreoidie,-1,,0.5052732825279236,APPROVED,2000000384,
NPISOb,Tax for the social worker,-1,,0.21435268223285675,APPROVED,2000000628,This variable doesn't need to be uploaded
NPIAOe,Severity apathy indifference,-1,,0.3459314703941345,APPROVED,2000000682,This variable doesn't need to be uploaded
SCL90_SOM,Questionnaire SCL90 ,-1,,0.3474022448062897,APPROVED,2000000562,This variable doesn't need to be uploaded
DIGSPAN_SORT,Digit span sorting,-1,,0.7340525388717651,APPROVED,2000000081,This variable doesn't need to be uploaded
CSF_Klin_Methode,,-1,,0.0,APPROVED,0,This variable doesn't need to be uploaded
CYFRKS_SORT,Number series sorting,-1,,0.32535621523857117,APPROVED,2000000451,This variable doesn't need to be uploaded
DADTOTPERCENT,DAD totaal (%),-1,,0.19814585149288177,APPROVED,2000000044,Should be added to Webprotege
KIDNEY,Kidneydisorders,-1,,0.6094733476638794,APPROVED,2000000432,
NPIOf,Frequency inhibition,-1,,0.419333815574646,APPROVED,2000000409,This variable doesn't need to be uploaded
FEAO,Frequency x Severity apathy indifference,-1,,0.3000216484069824,APPROVED,2000000682,This variable doesn't need to be uploaded
CYFRKS_WAISVERS,Number series version,-1,,0.32887375354766846,APPROVED,2000000451,This variable doesn't need to be uploaded
MRI,Is there and MRI? ,-1,,0.27967891097068787,APPROVED,2000000167,This variable doesn't need to be uploaded
SCL90_IN,Questionnaire SCL90 ,-1,,0.3474022448062897,APPROVED,2000000562,This variable doesn't need to be uploaded
CYFRKSTOT,Number series total score,-1,,0.41642528772354126,APPROVED,2000000086,
IADL_QTOT,IADL totaalscore,-1,,0.5092611312866211,APPROVED,2000000138,
LIVER,Liver disorders,-1,,0.7650783658027649,APPROVED,2000000433,
NPIAOb,Tax for the social worker,-1,,0.21435268223285675,APPROVED,2000000628,This variable doesn't need to be uploaded
CYFRKSVW,Number series forward,-1,,0.43055132031440735,APPROVED,2000000084,
MRIDTSday,Day of MRI,-1,,0.4503236711025238,APPROVED,2000000481,
NPIOe,Serious inhibition,-1,,0.38992032408714294,APPROVED,2000000409,This variable doesn't need to be uploaded
STR2F,Stroop 2 mistakes,-1,,0.4623418152332306,APPROVED,2000000618,This variable doesn't need to be uploaded
NPIO,Inhibition,-1,,0.5148364901542664,APPROVED,2000000409,This variable doesn't need to be uploaded
SOMDO,other,-1,,0.514582097530365,INVALID_TARGET,0,
TOBACO,Smoking,-1,,1.0,APPROVED,2000000435,
WLTN,WLT number of words,-1,,0.4112938642501831,APPROVED,2000000451,This variable doesn't need to be uploaded
SCL90_SEN,Questionnaire SCL90 ,-1,,0.3474022448062897,APPROVED,2000000562,This variable doesn't need to be uploaded
MRIDTSmon,Month of MRI,-1,,0.3552647829055786,APPROVED,2000000481,
STR2C,Stroop 2 corr.,-1,,0.45543158054351807,APPROVED,2000000618,This variable doesn't need to be uploaded
NPIEE,Appetite Eating disorders,-1,,0.3646126389503479,APPROVED,2000000643,This variable doesn't need to be uploaded
NPIUEf,Euphoria frequency exuberance,-1,,0.17492908239364624,APPROVED,2000000560,This variable doesn't need to be uploaded
FEO,Frequency x Serious inhibition,-1,,0.31614935398101807,APPROVED,2000000409,This variable doesn't need to be uploaded
SOMD4,Somatische diagnose,-1,,0.5386455655097961,APPROVED,2000000550,If there is text in this variable Somatic Disorders=Yes
CSFQ,Has CSF been drawn? ,-1,,0.21341288089752197,APPROVED,2000000529,This variable doesn't need to be uploaded
WLTMOD,WLT modus,-1,,0.2736413776874542,APPROVED,2000000681,This variable doesn't need to be uploaded
SCL90_HOS,Questionnaire SCL90 ,-1,,0.3474022448062897,APPROVED,2000000562,This variable doesn't need to be uploaded
NPIEEf,Frequency appetite eating disorders,-1,,0.3148505389690399,APPROVED,2000000643,This variable doesn't need to be uploaded
NPIUEe,Severity euphoria,-1,,0.3594615161418915,APPROVED,2000000682,This variable doesn't need to be uploaded
MEDYN,Medication use,-1,,1.0,APPROVED,2000000582,
CSFN,Reason no CSF,-1,,0.29190123081207275,APPROVED,2000000529,This variable doesn't need to be uploaded
STR3,Stroop 3 (sec),-1,,0.43835416436195374,APPROVED,2000000280,
SCL90_SLA,Questionnaire SCL90 ,-1,,0.3474022448062897,APPROVED,2000000562,This variable doesn't need to be uploaded
NPIOb,Tax for the social worker,-1,,0.21435268223285675,APPROVED,2000000628,This variable doesn't need to be uploaded
DELIR,Delirium,-1,,1.0,APPROVED,2000000469,
NPIEEe,Severity appetite eating disorders,-1,,0.37120434641838074,APPROVED,2000000433,This variable doesn't need to be uploaded
FEUE,Frequency x Severity,-1,,0.398108571767807,APPROVED,2000000682,This variable doesn't need to be uploaded
CSFday,Day of CSF assessment,-1,,0.5044654011726379,APPROVED,2000000482,
WLTVERS,WLT version,-1,,0.14778025448322296,APPROVED,2000000470,This variable doesn't need to be uploaded
NPIPL,Irritability Lability,-1,,0.2471020668745041,APPROVED,2000000184,This variable doesn't need to be uploaded
SDMT90L,90 sec reading,-1,,0.3532766103744507,APPROVED,2000000590,This variable doesn't need to be uploaded
NPIUEb,Tax for the social worker,-1,,0.21435268223285675,APPROVED,2000000628,This variable doesn't need to be uploaded
PSYDO,Other,-1,,0.514582097530365,INVALID_TARGET,0,
STR3F,Stroop 3 mistakes,-1,,0.4409288465976715,APPROVED,2000000618,This variable doesn't need to be uploaded
FEEE,Frequency x Severity appetite eating disorder,-1,,0.32602328062057495,APPROVED,2000000433,This variable doesn't need to be uploaded
PSYD4,Psychiatrische diagnose,-1,,0.5093908905982971,APPROVED,2000000642,
CSFmon,Month of CSF assessment,-1,,0.45943981409072876,APPROVED,2000000482,
NPIAO,Apathy Indifference,-1,,0.29065123200416565,APPROVED,2000000439,This variable doesn't need to be uploaded
SDMT90LF,90 sec reading mistakes,-1,,0.319764107465744,APPROVED,2000000590,This variable doesn't need to be uploaded
NPIPLf,Frequency irritability Lability,-1,,0.20402128994464874,APPROVED,2000000560,This variable doesn't need to be uploaded
WLT1,Number correct,-1,,0.4034518897533417,APPROVED,2000000451,This variable doesn't need to be uploaded
SOMYN,Somatic disorders,-1,,1.0,APPROVED,2000000643,
NPIEEb,Tax for the social worker,-1,,0.21435268223285675,APPROVED,2000000628,This variable doesn't need to be uploaded
CSFyr,Year of CSF assessment,-1,,0.47489795088768005,APPROVED,2000000482,
SCL90_ANG,Questionnaire SCL90 ,-1,,0.3474022448062897,APPROVED,2000000562,This variable doesn't need to be uploaded
COPD,COPD,-1,,1.0,APPROVED,2000000343,
CORB,Coronaire bypass operation?,-1,,0.4874241352081299,APPROVED,2000000360,
NPIPLe,Severity irritability Lability,-1,,0.3150360584259033,APPROVED,2000000682,This variable doesn't need to be uploaded
STR3C,Stroop 3 corr.,-1,,0.46146973967552185,APPROVED,2000000281,This variable doesn't need to be uploaded
WLT1F,Mistakes,-1,,0.20755517482757568,APPROVED,2000000426,This variable doesn't need to be uploaded
NPIHf,Frequency hallucinations,-1,,0.2526775896549225,APPROVED,2000000560,This variable doesn't need to be uploaded
DIAG,diagnose,-1,,0.930472731590271,APPROVED,2000000551,
SCL90_AGO,Questionnaire SCL90 ,-1,,0.3474022448062897,APPROVED,2000000562,This variable doesn't need to be uploaded
CAROT,Carotis stenose,-1,,0.6642870306968689,APPROVED,2000000357,
RBMT_VBO,RBMT immediate B / D reproduction,-1,,0.33909720182418823,APPROVED,2000000613,RBMT_VBO + RBMT_VAO = Story_Recall_Immediate
testjr,year of testing,-1,,0.3965849280357361,APPROVED,2000000626,
testjr,year of testing,-1,,0.3965849280357361,APPROVED,2000000488,
testjr,year of testing,-1,,0.3965849280357361,APPROVED,2000000540,
FEPL,Frequency x Severely irritable lability,-1,,0.28486260771751404,APPROVED,2000000682,This variable doesn't need to be uploaded
NPIHe,Severity hallucinations,-1,,0.3181375563144684,APPROVED,2000000682,This variable doesn't need to be uploaded
WLT1D,doubles,-1,,0.19961050152778625,APPROVED,2000000337,This variable doesn't need to be uploaded
SCL90_DEP,Questionnaire SCL90 ,-1,,0.3474022448062897,APPROVED,2000000562,This variable doesn't need to be uploaded
CAVDO,Other,-1,,0.514582097530365,INVALID_TARGET,0,
RBMT_VBU,RBMT deferred reproduction B / D,-1,,0.14228792488574982,APPROVED,2000000094,RBMT_VBU + RBMT_VAU = SRT_Delayed
ad,if DIAG=3 then this variable show whether it is Alzheimer disease (ad),-1,,0.31830212473869324,APPROVED,2000000255,
lft,age at testing,-1,,0.4452151656150818,APPROVED,2000000488,
NPIPLb,Tax for the social worker,-1,,0.21435268223285675,APPROVED,2000000628,This variable doesn't need to be uploaded
CSTA,CSTA (sec),-1,,0.14325959980487823,APPROVED,2000000426,Needs to be added to webprotege
FEH,Frequency x severity of hallucinations,-1,,0.2561988830566406,APPROVED,2000000682,This variable doesn't need to be uploaded
VERHAAL_VERS,Story recall test version,-1,,0.7910008430480957,APPROVED,2000000617,
CAVD7,Cardiovasculaire diagnose,-1,,0.5987737774848938,APPROVED,2000000637,"If there is text in CAVD7, Other Cardiovascular Disorders should be Yes"
VaD,if DIAG=3 then this variable shows whether it is vasculair dementia,-1,,0.30020397901535034,INVALID_TARGET,0,
RBMT_OR_TOT,RBMT orientation total,-1,,0.5258178114891052,APPROVED,2000000041,This variable doesn't need to be uploaded
GEWICHT,weight (kg),-1,,1.0,APPROVED,2000000462,
CBSOPL,Education in categories,-1,,0.8327969312667847,APPROVED,2000000094,
VERHAAL_ONM,Story recall immediate,-1,,0.733974814414978,APPROVED,2000000208,
CEREDIAGYN,Cerebrovasculair disorders?,-1,,0.8579764366149902,APPROVED,2000000639,
RBMT_OR_MAX,RBMT orientation max,-1,,0.4980691373348236,APPROVED,2000000041,This variable doesn't need to be uploaded
BLDPRYN,Bloodpressure measured?,-1,,0.4847602844238281,APPROVED,2000000538,This variable doesn't need to be uploaded
VRHGOPL,Verhage education level,-1,,0.510364294052124,APPROVED,2000000554,This variable doesn't need to be uploaded
otherdem,if DIAG=3 then this variable shows the type of other dementia,-1,,0.4066680371761322,APPROVED,2000000644,if DIAG=3 then this variable shows the type of other dementia. Using coding in codebook
VERHAAL_UITG,Story recall delayed,-1,,0.7555559277534485,APPROVED,2000000206,
NPIHb,Tax for the social worker,-1,,0.21435268223285675,APPROVED,2000000628,if DIAG=3 then this variable shows the type of other dementia
CSTAF,CSTA mistakes,-1,,0.18237847089767456,INVALID_TARGET,0,
MEANDER,visuoconstruction meander,-1,,0.7780930995941162,APPROVED,2000000630,This variable doesn't need to be uploaded
VSNSBP,Systolische bloodpressure (mmHg),-1,,0.3725906312465668,APPROVED,2000000608,
RBMT_OR_DAT,RBMT orientation date,-1,,0.5177065134048462,APPROVED,2000000041,This variable doesn't need to be uploaded
TIA,TIA,-1,,1.0,APPROVED,2000000441,
GITIQ,GIT IQ,-1,,0.2389773279428482,APPROVED,2000000081,This variable doesn't need to be uploaded
CSTB,CSTB (sec),-1,,0.07835384458303452,APPROVED,2000000529,Needs to be added to webprotege
MTA_L,Medial temporal lobe atrophy links,-1,,0.8385202884674072,APPROVED,2000000170,
VSNDBP,Diastolic blood pressure (mmHg),-1,,0.4003828763961792,APPROVED,2000000544,
KUBUS_9,visuoconstruction 9-legged cube,-1,,0.5818415880203247,APPROVED,2000000630,This variable doesn't need to be uploaded
CSTBF,CSTB mistakes,-1,,0.1500866711139679,INVALID_TARGET,0,
CEREBI,Infarct,-1,,0.616664707660675,APPROVED,2000000390,
NVM_PSY,,-1,,0.0,APPROVED,0,This variable doesn't need to be uploaded
CARDIOVASCYN,Cardiovasculair Disorders?,-1,,0.8350533246994019,APPROVED,2000000637,"JA: I need help to know what means 1, 2 and NASK"
NPIAA,Agitation Aggression,-1,,0.3070194721221924,APPROVED,2000000470,This variable doesn't need to be uploaded
GITVERS,GIT version,-1,,0.20940378308296204,APPROVED,2000000081,This variable doesn't need to be uploaded
MTA_R,Medial temporal lobe atrophy rechts,-1,,0.8420331478118896,APPROVED,2000000171,
HONINGRAAT,visuoconstruction honeycomb,-1,,0.6615081429481506,APPROVED,2000000630,This variable doesn't need to be uploaded
NVM_EX,,-1,,0.0,APPROVED,0,This variable doesn't need to be uploaded
CSTC,CSTC (sec),-1,,0.0800849124789238,APPROVED,2000000529,Test has been added to webprotege --> Concept Shifting Task
mtalr,medial temporal lobe atrophy bilateral,-1,,0.8622196912765503,APPROVED,2000000168,
NPIAAf,Frequency agitation aggression,-1,,0.2599986493587494,APPROVED,2000000470,This variable doesn't need to be uploaded
HYPERT,Hypertension,-1,,1.0,APPROVED,2000000383,
RBMT_VERS,RBMT version,-1,,0.13947860896587372,APPROVED,2000000568,This variable doesn't need to be uploaded
CEREBB,Bleedin,-1,,0.961815595626831,APPROVED,2000000337,
KUBUS_12,visuoconstruction 12-legged cube,-1,,0.5712999105453491,APPROVED,2000000630,This variable doesn't need to be uploaded
WLIJST,GIT wordlist raw,-1,,0.602449357509613,APPROVED,2000000692,This variable doesn't need to be uploaded
NPIAAe,Severity agitation aggression,-1,,0.3292751908302307,APPROVED,2000000682,This variable doesn't need to be uploaded
CSTCF,CSTC mistakes,-1,,0.15460136532783508,INVALID_TARGET,0,
RIND,RIND,-1,,0.24434952437877655,APPROVED,2000000333,This variable doesn't need to be uploaded
RBMT_VAO,RBMT immediate A / C reproduction,-1,,0.34496569633483887,APPROVED,2000000613,RBMT_VAO + RBMT_VBO = SRT_Immediate
TMTVERS,version Trail Making Test,-1,,0.8639361262321472,APPROVED,2000000625,
lacinf,lacunaire infarcten,-1,,0.39651480317115784,APPROVED,2000000390,Has been added to webprotege --> MRI measures>Lacunar infarcts
ANGP,Angina pectoris,-1,,1.0,APPROVED,2000000326,
CST01,CST0 (sec),-1,,0.09175530076026917,APPROVED,2000000069,Test has been added to webprotege --> Neuropsychological Examination>Attention/Executive Functioning> Concept Shifting Test
LEGK,GIT legkaart ruwe score,-1,,0.1509990096092224,APPROVED,2000000161,This variable doesn't need to be uploaded
TMTA,TMTA (sec),-1,,0.2665853202342987,APPROVED,2000000210,
CEVDO,Other,-1,,0.514582097530365,INVALID_TARGET,0,
CST02,CST0 (sec),-1,,0.09175530076026917,APPROVED,2000000069,Has been added to webprotege --> Concept Shifting Task
MYOC,Myocard infarct,-1,,0.8215187191963196,APPROVED,2000000390,
RBMT_VAU,RBMT deferred reproduction A / C,-1,,0.15339751541614532,APPROVED,2000000094,RBMT_VAU + RBMT_VBU = SRT_Delayed
PIN,Subject ID,-1,,0.5136685371398926,APPROVED,2000000621,This variable doesn't need to be uploaded
VAAR,GIT vaaropdrachten ruwe score,-1,,0.2462492287158966,APPROVED,2000000343,This variable doesn't need to be uploaded
FEAA,Frequency x Severity agitation aggression,-1,,0.2719624638557434,APPROVED,2000000682,This variable doesn't need to be uploaded
GCA,global cortical atrophy,-1,,0.5328596234321594,APPROVED,2000000335,Variable has been added to webprotege: MRI>MRI Measures
CIJF,GIT cijferen ruwe score,-1,,0.16946077346801758,APPROVED,2000000654,This variable doesn't need to be uploaded
CST03,CST0 (sec),-1,,0.09175530076026917,APPROVED,2000000069,Has been added to webprotege. CST0 is the avarage of CST01/CST02 & CST03
NOB_VOLGNR,Meet moment,-1,,0.22838976979255676,APPROVED,2000000080,This variable doesn't need to be uploaded
DOTT,Dotter/stent,-1,,0.7455351948738098,APPROVED,2000000367,
NPIAAb,Tax for the social worker,-1,,0.21435268223285675,APPROVED,2000000628,This variable doesn't need to be uploaded
VOSP_DOTC,Dot counting,-1,,0.5068719387054443,APPROVED,2000000065,Variable has been added to webprotege 
SORT,GIT sorteren ruwe score,-1,,0.255193829536438,APPROVED,2000000161,This variable doesn't need to be uploaded
APOE_genotype,APOE ,-1,,0.590316116809845,APPROVED,2000000013,
MMSEMAX,MMSEMAX (maximaal aantal punten haalbaar),-1,,0.17347995936870575,APPROVED,2000000166,This variable doesn't need to be uploaded
DRAAI,GIT draai ruwe score,-1,,0.1709776520729065,APPROVED,2000000161,This variable doesn't need to be uploaded
LDST_SDMT,LDST or SDMT performed,-1,,0.2612239420413971,APPROVED,2000000424,This variable doesn't need to be uploaded
MAA_NR,other subject ID,-1,,0.4419800639152527,APPROVED,2000000621,SubjectID
CSF_Klin_Total_TAU,CSF t-tau,-1,,0.3479357659816742,APPROVED,2000000075,
FLUDIER,Fluency animals (number),-1,,0.495524138212204,APPROVED,2000000009,
NPIDS,Depression Gloom,-1,,0.6051468849182129,APPROVED,2000000470,This variable doesn't need to be uploaded
FIG,GIT figuurontdekken ruwe score,-1,,0.21818026900291443,APPROVED,2000000046,This variable doesn't need to be uploaded
FLUBERF,Fluency professions mistakes,-1,,0.3981647193431854,APPROVED,2000000560,This variable doesn't need to be uploaded
MATR,GIT matrijzen ruwe score,-1,,0.2506274878978729,APPROVED,2000000161,This variable doesn't need to be uploaded
CSF_Klin_AmyloidBeta42_1,CSF amyloid,-1,,0.6055698990821838,APPROVED,2000000070,
WLT5F,Mistakes,-1,,0.20755517482757568,APPROVED,2000000426,This variable doesn't need to be uploaded
FLUDIERF,Fluency animals mistakes,-1,,0.6415237188339233,APPROVED,2000000009,This variable doesn't need to be uploaded
FLUBERD,Fluency professins doubles,-1,,0.37862640619277954,APPROVED,2000000560,This variable doesn't need to be uploaded
Gebdag,day of birth,-1,,0.35275253653526306,APPROVED,2000000503,This variable doesn't need to be uploaded
WLTDR,Delayed recall total,-1,,0.5067211389541626,APPROVED,2000000015,
CDR05,Personal Care,-1,,0.8329384326934814,APPROVED,2000000042,
CSF_Klin_Phospor_TAU,CSF p-tau,-1,,0.3271140158176422,APPROVED,2000000073,
WMOD1,GIT fluency1 categorie,-1,,0.6346571445465088,APPROVED,2000000032,This variable doesn't need to be uploaded
WLT5D,doubles,-1,,0.19961050152778625,APPROVED,2000000337,This variable doesn't need to be uploaded
Gebmnd,month of birth,-1,,0.43901917338371277,APPROVED,2000000503,This variable doesn't need to be uploaded
WLTDRF,Delayed recall mistakes,-1,,0.393686980009079,APPROVED,2000000617,This variable doesn't need to be uploaded
WTOT1,GIT fluency1 totaal aantal,-1,,0.39633822441101074,APPROVED,2000000560,This variable doesn't need to be uploaded
FLUDIERD,fluency animals doubles,-1,,0.5657268762588501,APPROVED,2000000009,This variable doesn't need to be uploaded
WLTTOT,Total correct,-1,,0.475190132856369,APPROVED,2000000017,
QCOMPLETED4,Questionnaire administered? (NPI),-1,,0.22154457867145538,APPROVED,2000000562,This variable doesn't need to be uploaded
CDR06,Community affairs,-1,,0.9165294170379639,APPROVED,2000000037,
WLTDRD,Delayed recall doubles,-1,,0.3654419779777527,APPROVED,2000000617,This variable doesn't need to be uploaded
edu_years,education in years,-1,,0.4043813943862915,APPROVED,2000000554,
Gebjr,year of birth,-1,,0.5383967161178589,APPROVED,2000000503,
WGOED1,GIT fluency1 correct,-1,,0.46021416783332825,APPROVED,2000000009,JA: if wmod1 = 'dieren'
FLUBER,Fluency professions,-1,,0.48595577478408813,APPROVED,2000000560,This variable doesn't need to be uploaded
